Date,Season,Jhabua,Meghnagar,Petlawad,Thandla,Ranapur,Jhabua_Trend,Jhabua_SMA,Jhabua_EWMA,Jhabua_DES,Jhabua_TES,Jhabua_ARIMA,Meghnagar_Trend,Meghnagar_SMA,Meghnagar_EWMA,Meghnagar_DES,Meghnagar_TES,Meghnagar_ARIMA,Petlawad_Trend,Petlawad_SMA,Petlawad_EWMA,Petlawad_DES,Petlawad_TES,Petlawad_ARIMA,Thandla_Trend,Thandla_SMA,Thandla_EWMA,Thandla_DES,Thandla_TES,Thandla_ARIMA,Ranapur_Trend,Ranapur_SMA,Ranapur_EWMA,Ranapur_DES,Ranapur_TES,Ranapur_ARIMA
2008-05-31,PREMON,7.073333333333334,7.030833333333333,17.422,12.29,3.135,5.075208333333333,4.071666666666663,5.059181810911585,4.901309115744458,6.75643123853843,6.766103438740805,4.418859432234432,4.418859432234431,5.327917889030756,4.815190431273408,7.614130258468121,5.08108951234182,10.031249999999998,9.403000000000006,12.163593734745149,10.274515787601382,15.614657665821944,16.13177248070089,9.431249999999999,10.187500000000004,10.766598445257529,10.511399620046268,15.966476251512864,13.157294821823893,2.4074999999999998,2.474583333333336,2.6689213221962866,2.844475731996645,4.3480335554301135,3.861133301844169
2008-08-31,MONSOON,5.75,1.9784615384615385,5.417999999999998,6.565,2.075,5.325,4.917499999999996,5.335509086546951,5.268954589371419,2.9040382223951458,2.6369997681386304,4.418859432234432,4.418859432234431,3.988135348803069,4.102498153506649,1.1184843923067418,1.5238035542058492,10.249,9.877000000000006,9.465356240847088,9.363806832374056,5.516277009876413,4.250604950657962,11.00375,10.057500000000003,9.085959067154517,9.863357926484547,9.172480948485855,4.297058729579526,2.270625,2.4475000000000025,2.431352793317772,2.8564229296414094,1.8334864104765152,1.862025749457707
2008-11-30,POMKH,3.805,4.4521428571428565,8.001999999999999,8.065,1.65,5.509166666666667,5.232916666666663,4.723305451928171,4.846104465379879,4.482000539930414,4.73384512723532,4.418859432234432,4.418859432234431,4.173738352138984,4.11837889216727,5.794774491739727,5.1724660003317435,10.48125,10.185500000000005,8.880013744508252,9.106178414082516,7.180132789382349,6.708620743120826,12.709999999999999,8.805000000000003,8.67757544029271,9.475460388292102,10.983349904313418,7.697124914692381,2.1481250000000003,2.3675000000000024,2.118811675990663,2.868420303725889,1.9023052383987868,2.014760252564573
2009-02-28,POMRB,5.04,4.2139999999999995,10.408,25.89,1.835,5.754375,5.417083333333329,4.849983271156903,4.972758929451689,5.334927422475188,4.710860714721923,4.418859432234432,4.418859432234431,4.18984301128339,4.076803765678259,3.250587465395035,2.4751053582520584,10.559833333333334,10.312500000000005,9.49120824670495,9.445144113280508,10.644466308234291,10.079963034935377,11.984375,13.202500000000004,15.562545264175627,11.839489703868086,12.224798807994787,6.241187003530587,2.1281250000000003,2.1737500000000027,2.005287005594398,2.8804680698763705,2.042584417342822,2.28473385502166
2009-05-31,PREMON,7.81,7.030833333333333,18.772,8.35,2.93,6.263125,5.601249999999995,6.033989962694141,6.041449017953716,7.907740987176105,7.31506427819821,4.418859432234432,4.418859432234431,5.326239140103366,4.679651235273724,7.45275320777442,6.166223142495951,10.013166666666665,10.650000000000006,13.20352494802297,11.893343379679285,16.19636292237919,16.574074509847357,11.730625000000002,12.217500000000005,12.677527158505375,11.483452915293425,16.541800863619386,10.449738009054629,2.2716666666666665,2.1225000000000027,2.375172203356639,2.892566447024053,3.46793134961624,3.3045739066520574
2009-08-31,MONSOON,6.975,1.9784615384615385,4.696666666666666,4.7,2.12,6.723333333333333,5.907499999999995,6.410393977616485,6.513199656292906,3.8604818875493656,4.329632355427536,4.418859432234432,4.418859432234431,3.987128099446635,3.9995628414054516,1.3273362070541728,2.618587466018437,9.305416666666666,10.469666666666672,9.800781635480448,10.67011937829981,6.272515516761187,5.359001278375354,10.244375000000002,11.751250000000006,9.486516295103225,10.568189823413313,9.453228793084895,5.37041021170284,2.5785416666666667,2.1337500000000027,2.2731033220139834,2.904715632506675,1.7304797172030233,1.5271517028246566
2009-11-30,POMKH,6.65,4.4521428571428565,4.3500000000000005,7.9,2.7533333333333334,6.689166666666667,6.618749999999995,6.50623638656989,6.73128062529261,5.564655212674686,5.13961685161982,4.418859432234432,4.418859432234431,4.173134002525124,4.040204616458894,5.450397152429559,4.286807329728283,7.5272499999999996,9.556666666666672,7.620468981288268,9.367088638896652,7.6007118139308245,7.53941815419225,8.809999999999999,11.710000000000006,8.851909777061934,10.156480755091339,11.097901006066616,8.259713331082438,2.965,2.409583333333336,2.4651953265417235,2.916915851269163,1.6678712317733277,1.826533082956581
2010-02-28,POMRB,5.876666666666666,4.2139999999999995,8.398,14.165,3.186666666666667,6.597291666666666,6.8279166666666615,6.254408498608601,6.605858303511491,7.245815693249222,6.369493117671974,4.418859432234432,4.418859432234431,4.189480401515075,4.017434271791447,3.5250009785057244,4.1590844356222005,5.982,9.05416666666667,7.93148138877296,9.111971388691131,10.139878968654019,9.852762321921752,8.75375,8.778750000000006,10.97714586623716,10.707438972452383,12.62482497771838,13.710126687598677,3.1816666666666666,2.747500000000003,2.7537838625917006,2.92916731605866,2.294306746841198,2.396700730541631
2010-05-31,PREMON,6.7,7.030833333333333,6.5566666666666675,8.6,4.67,6.591666666666667,6.550416666666663,6.4326450991651605,6.798241914597907,9.313786983009399,7.934035395751117,4.418859432234432,4.418859432234431,5.326021574242378,4.634563042611409,7.334172109100357,6.307210888375084,6.015333333333334,6.000333333333337,7.381555499930443,8.439984903789087,15.349791510996084,16.41402421084541,8.25,8.841250000000006,10.026287519742295,10.405581694503972,15.607876366877253,8.077376414928176,3.1991666666666667,3.182500000000003,3.5202703175550205,2.9414702505127694,3.9830560074862906,4.0505407494405805
2010-08-31,MONSOON,7.35,1.9784615384615385,4.55,4.0,2.1133333333333333,6.4875,6.644166666666662,6.799587059499096,7.1596514256660075,4.084084354472456,4.141711414204805,4.042109432234432,4.418859432234431,3.9869975599300425,3.965320590302051,1.483572189273299,2.7148799920070292,6.2875,5.963666666666671,6.248933299958266,7.3713747633804765,2.8433064036720577,3.047974773355402,8.921249999999999,8.666250000000005,7.6157725118453765,9.427776318511421,8.602380296015143,4.412415304881496,3.1904166666666667,3.1808333333333367,2.9574955238663456,2.9538248385010553,3.0199334302830922,2.6410770010759284
2010-11-30,POMKH,6.23,4.4521428571428565,4.763333333333333,4.57,2.9,6.588333333333334,6.539166666666661,6.571752235699458,7.014945102167732,5.859408617843469,6.173617298540762,3.061505265567765,4.418859432234431,4.173055678815168,4.014199321249792,5.1924084367594,4.3525736876727015,7.494979166666667,6.067000000000004,5.654693313308293,6.496547287066605,4.917196729600696,4.630486621270146,10.42875,7.8337500000000055,6.397463507107226,8.587029205451579,10.222848587058097,6.287280738094722,3.2154166666666666,3.2175000000000034,2.934497314319807,2.966231323713671,2.760827478484306,2.7505002465800485
2011-02-28,POMRB,5.463333333333334,1.2,10.162,22.865,2.97,6.246666666666667,6.435833333333329,6.128384674753009,6.6314062674858745,7.204662862950604,5.823905336476024,2.4576510989010987,3.665359432234431,2.983833407289101,3.318855923356719,3.7216555427980444,4.204001876439838,8.645708333333333,6.508000000000004,7.457615987984976,7.034844078508377,8.15987386499154,7.727810106494784,11.131874999999999,10.008750000000004,12.984478104264333,10.564744874938457,11.59283656376315,15.619538727194989,3.23125,3.1633333333333367,2.9486983885918843,2.9786899183943945,2.9834127495598666,2.9139250640133567
2011-05-31,PREMON,7.919999999999999,2.2,14.4525,11.96,5.086666666666667,5.281666666666665,6.740833333333328,6.845030804851804,7.216330277392695,9.09772382589745,7.081060599852249,2.132383241758242,2.4576510989010973,2.6703000443734606,3.016002176076294,6.300341961913737,5.382405841668437,9.080291666666668,8.481958333333337,10.255569592790987,8.657889190480908,14.220310747845065,11.86736128468359,11.4125,10.848750000000004,12.5746868625586,10.85110051368144,15.061790586265154,6.681008244791141,3.1445833333333337,3.267500000000003,3.803885699821797,2.991200857778253,4.277960353232464,4.4736165086990285
2011-08-31,MONSOON,3.3966666666666665,1.9784615384615385,5.86,6.2650000000000015,1.8233333333333333,4.57,5.752499999999994,5.46568514957775,6.040702689071036,4.542914895678917,5.395131227706327,1.8633653846153846,2.4576510989010973,2.3935646420086916,2.736103707888466,-0.5690715657403516,0.5518056752950435,8.967374999999999,8.809458333333337,8.497341755674594,8.091713330298159,3.764103112715725,4.011298340259133,12.28,11.415000000000004,10.05081211753516,10.257119627780616,8.364435834602391,3.4178552237159967,3.202083333333333,3.195000000000003,3.0116647532264116,3.0037643186934218,2.76582189203756,2.3159515138532085
2011-11-30,POMKH,2.4633333333333334,1.85,6.93,4.55,2.4966666666666666,4.471666666666667,4.810833333333328,4.264744423079983,4.877832020960998,4.244694148098498,3.689019893373758,1.9289903846153849,1.8071153846153831,2.176138785205215,2.4946019025291086,3.512673335062709,2.8752262163839006,8.9863125,9.351125000000003,7.870405053404756,7.811263841089595,5.926408615226712,5.2288799015720056,12.57,11.410000000000004,7.850487270521096,9.418216021424858,10.14133140023231,4.867087328254002,3.1895833333333337,3.0941666666666694,2.8056655186025137,3.016380553220951,2.8824611859923923,2.6629478897684784
2012-02-29,POMRB,3.536666666666666,1.65,7.0920000000000005,29.825,3.8333333333333335,4.667291666666666,4.32916666666666,3.973513320514656,4.426396774908442,4.578614755418351,3.57685316939501,1.8623076923076924,1.9196153846153832,1.9656832711231291,2.266148201495719,1.3572529857756017,1.3768356543201137,9.151559523809523,8.583625000000003,7.559043032042854,7.5928554444227245,9.432024351676999,9.171077774615135,11.718125,13.150000000000006,16.640292362312657,12.505136906784688,11.84146223408577,14.707315023486046,3.0939360119047623,3.3100000000000027,3.216732644494842,3.0290497883221352,2.8641240048977594,2.6038678886203828
2012-05-31,PREMON,9.06,2.2750000000000004,17.674,7.32,4.123333333333334,4.7124999999999995,4.614166666666661,6.008107992308794,6.044770323431509,6.8003577298852695,6.511342054029883,1.7625000000000002,1.938365384615383,2.0894099626738774,2.233414641904498,4.472656334521125,2.9954259900487736,8.494119047619048,9.389000000000003,11.605025819225713,10.070082753621493,14.506056414869093,12.631492404946066,11.515,11.990000000000006,12.912175417387594,12.078537022577727,15.538425080960565,8.145754189429883,3.1350595238095247,3.0691666666666695,3.579372920030239,3.0417722382357884,4.80885633455022,4.965458558944448
2012-08-31,MONSOON,3.8216666666666654,1.37,3.9604761904761903,4.09,2.021488095238096,4.826874999999999,4.720416666666662,5.133531462051943,5.3653823201369475,3.8609768576082826,4.3702494455953405,1.6825,1.7862499999999983,1.8016459776043263,2.0047263590324995,-0.32642077975028716,0.5372762479510658,8.283869047619048,8.914119047619051,8.547205967725903,8.993785760610752,4.71676307307645,5.385405026717793,8.50125,11.446250000000006,9.383305250432556,11.127611397523742,8.513634248138223,4.07497296249581,3.125372023809524,3.1187053571428605,2.9562189901133813,3.0545481073424723,2.1219544258209173,1.925114711993526
2012-11-30,POMKH,2.4000000000000004,1.66,3.5700000000000003,5.1,2.6275,4.883541666666666,4.704583333333328,4.040118877231166,4.389491832272844,4.082973833468142,3.3585792310007525,1.6168750000000003,1.7387499999999982,1.744987586562596,1.8963642196134143,2.5555675705345657,1.8148941523646354,8.158744047619049,8.074119047619051,6.556323580635541,7.839876755478539,6.231138978075536,6.108143690839359,5.62125,11.583750000000007,7.669983150259534,10.330653290097956,10.060551687009703,3.592622794235412,3.0626636904761906,3.151413690476194,2.8247313940680288,3.0673776416661145,2.740864493111851,2.360995377257704
2013-02-28,POMRB,4.515,1.2,8.770000000000001,5.165,3.625,4.602708333333333,4.949166666666661,4.230071326338699,4.430960418330456,4.463132486340011,3.61892878427017,1.6331250000000002,1.626249999999998,1.5269925519375576,1.7104649663503173,1.0744340689589333,0.3116064037590762,7.74797619047619,8.493619047619053,7.441794148381326,8.013989333542344,8.904239189382645,8.136781417511077,5.575,5.418750000000007,6.66798989015572,9.56245164953282,12.257141741698502,20.852886026595463,3.1564360119047623,3.09933035714286,3.144838836440817,3.0802610697387838,3.321322089586386,3.2649425930251383
2013-05-31,PREMON,8.535,2.2,14.995,8.94,3.83,4.324375000000001,4.817916666666662,5.952042795803219,5.875061198819053,7.198926151078692,7.97941888853347,1.6825,1.6074999999999977,1.7961955311625346,1.7945088366840323,3.586034584085189,1.2260848630115808,7.687083333333333,7.823869047619052,10.463076489028795,9.75135680328675,14.479358702651968,14.006191435509962,5.4750000000000005,5.8237500000000075,7.576793934093432,9.390772832747592,13.585307337641048,7.532014690819034,3.1553125,3.025997023809526,3.41890330186449,3.0931986115834524,4.417980536551591,4.342654605710039
2013-08-31,MONSOON,2.1,1.5750000000000002,3.353333333333333,2.1,3.065,4.046875,4.387499999999996,4.411225677481932,4.658199327223549,3.8255041265454284,3.957358077102609,1.8187499999999999,1.658749999999998,1.7077173186975207,1.7175702760895428,-0.09568397618719593,1.1420239309676818,7.194583333333333,7.672083333333338,7.61917922675061,8.5033404535764,4.087542770292652,4.6738743547453705,5.734374999999999,5.326250000000008,5.386076360456059,8.224359587302763,6.779531918140147,4.04967148162556,2.8531249999999995,3.286875000000002,3.277341981118694,3.1061904867276597,1.9825731130222102,1.9308806370067728
2013-11-30,POMKH,1.895,1.85,3.69,6.29,1.575,3.5610416666666667,4.261249999999995,3.404735406489159,3.7292032924821603,3.255055689656752,2.205982198954494,1.95,1.706249999999998,1.7646303912185126,1.7210761639820875,2.2045524231341895,1.3200135136693898,6.7212797619047615,7.702083333333338,6.047507536050366,7.395169673363567,5.60693400095878,4.952222375376849,8.47,5.623750000000008,5.747645816273636,7.750365234583853,8.194505685429453,3.809220480698877,2.7175000000000002,3.023750000000002,2.5964051886712163,3.1192369175803822,3.0118829975472763,2.8200187167862354
2014-02-28,POMRB,2.8000000000000003,2.1,4.71,6.05,2.26,3.3320833333333337,3.832499999999995,3.1628412438934954,3.389197424716833,3.7869732810200016,3.720434492526738,1.9431250000000002,1.931249999999998,1.8987782347311075,1.7800450008000879,1.1197491201625867,1.251061436356867,6.596130952380952,6.687083333333337,5.51250452163022,6.630301254357941,8.449094998734473,7.955710341645651,11.331875,5.845000000000009,5.868587489764181,7.291043048750807,10.474384805306986,13.447137040635486,2.504910714285714,2.682500000000002,2.46184311320273,3.132338150677533,3.28265876123775,3.020954157422975
2014-05-31,PREMON,6.363333333333332,2.35,15.268571428571427,29.94,4.11,3.472291666666666,3.2895833333333284,4.443038079669431,4.389503858195846,6.034552271910412,6.659848947463728,1.87,1.968749999999998,2.0792669408386644,1.881135202700612,3.5659029104350077,2.11653050898798,6.425119047619047,6.755476190476195,9.414931284406702,8.550107369625142,13.205300668406576,13.13680123266732,14.409375,11.09500000000001,15.49715249385851,10.54563569884023,11.959248651419905,6.4279245684250075,2.2699107142857144,2.7525000000000017,3.1211058679216377,3.1454944255130206,3.5826673470762143,3.4579468907381674
2014-08-31,MONSOON,2.44,1.37,2.0785714285714283,3.995,1.084285714285714,3.757083333333333,3.3745833333333284,3.641822847801658,3.739463920543337,2.1877419069837405,2.1256737152594365,1.7625000000000002,1.917499999999998,1.7955601645031987,1.737187557774072,0.6142508521366801,1.5982530142502849,6.832738095238096,6.436785714285719,6.480387342072593,7.149733299518736,3.1650591842045923,3.691268052078062,17.5525,11.568750000000009,10.896291496315106,9.781252111210046,6.763914136228642,2.4113682026256344,2.3101785714285716,2.2573214285714305,2.306377806467268,3.1587059342759645,2.159025771160236,2.353140165129233
2014-11-30,POMKH,2.6766666666666667,1.47,3.5966666666666667,29.015,1.6757142857142855,4.037083333333333,3.569999999999995,3.255760375347662,3.364347679480644,2.546764609384866,2.54699961634802,1.89,1.822499999999998,1.665336098701919,1.6503889601935013,2.178205476726039,1.7403129181023878,7.03827380952381,6.413452380952386,5.326899071910223,6.221697828528806,4.604423471431606,3.8600099759334006,14.93125,17.250000000000007,18.143774897789065,12.923309320547473,8.408268459693613,4.503465174758565,2.645,2.282500000000002,2.054112398166075,3.171972937884447,1.4956491985415639,1.4548490372693599
2015-02-28,POMRB,4.296666666666667,1.62,8.064285714285713,8.47,2.4814285714285718,4.218333333333334,3.9441666666666615,3.6721228918752638,3.660400863448223,3.7789042551715757,3.641976771063163,2.12875,1.7024999999999983,1.6472016592211514,1.618253493698998,1.2774691220769911,1.5406404748696707,7.061488095238095,7.2520238095238145,6.42185372886042,6.461509516729806,7.653121937450701,6.193252657174408,15.108125000000001,17.855000000000008,14.274264938673438,12.825589106590163,12.361700771493524,4.430348863450016,3.219821428571429,2.337857142857145,2.2250388674710737,3.1852956711380433,2.487785375994239,2.077671336665591
2015-05-31,PREMON,7.1066666666666665,3.85,13.55857142857143,6.5500000000000025,6.567142857142858,4.60875,4.129999999999995,5.045940401791825,4.859621504762695,6.733650358784642,7.1081150598234135,2.215,2.0774999999999983,2.528320995532691,2.096100290164454,3.036794569141486,2.075064529331325,7.712619047619047,6.824523809523816,9.276540808744823,8.091294369251502,13.352140453341974,13.461518227298377,15.286875,12.007500000000007,11.184558963204063,12.362581194090916,14.467061665806689,15.604452464842437,3.7396428571428575,2.952142857142859,3.9618804633397877,3.198674394340613,3.7200915492556326,4.0361053903461555
2015-08-31,MONSOON,3.146666666666667,1.78,3.974285714285714,28.8,3.2257142857142855,5.226666666666666,4.306666666666661,4.2862309077417615,4.3299639647779635,2.9076288351646693,3.1026757731470846,2.3075,2.179999999999998,2.2289925973196145,1.9927852170578835,1.160359188621357,2.0479935455470057,8.256041666666665,7.298452380952387,7.155638770961179,7.273372724361742,2.8900813193796537,3.0321043164531396,12.297500000000003,18.208750000000006,18.23073537792244,15.364402837171662,7.0990840464606855,2.427105181746729,4.134419642857144,3.487500000000002,3.667413992289587,3.2121092832588016,2.5157384825710807,2.4502227568632575
2015-11-30,POMKH,5.093333333333333,1.75,6.9099999999999975,5.64,3.692857142857144,5.4591666666666665,4.910833333333328,4.609071877978391,4.63033464347183,3.2604385300524017,3.1560095936883785,2.39875,2.249999999999998,2.037395558391769,1.9075657770440724,2.3574637821653477,2.1133819247232175,7.45047619047619,8.12678571428572,7.057383262576707,7.202566582406323,4.822560989378114,3.9216879808001854,13.231666666666667,12.365000000000006,13.194441226753463,14.681989388825336,11.044171005907131,14.21965798994863,4.258035714285715,3.991785714285717,3.67759125251661,3.2256006042552787,2.944753055011682,3.0982402547002823
2016-02-29,POMRB,6.823333333333332,2.08,9.098333333333333,7.93,3.6225,5.310416666666667,5.542499999999995,5.494776460120367,5.45447847736848,5.292918374563314,5.4168371030978175,2.40125,2.3649999999999975,2.054437335035061,1.9171701302634139,1.7209905205000893,2.1543358956155587,6.230297619047619,8.385297619047623,7.873763290879357,7.672770216733385,8.574394014979001,7.313369640580129,10.855833333333333,12.230000000000006,11.088664736052078,14.266021544497876,12.737932698435285,5.753385073103452,4.071741071428572,4.277053571428573,3.655554751509966,3.2391485900537083,4.0670412764275055,3.5620919977389267
2016-05-31,PREMON,6.44,4.12,6.08,14.563333333333334,6.415,4.958749999999999,5.375833333333329,5.87286587607222,5.9094422392408505,8.723571696707113,8.521694159602504,2.40125,2.432499999999998,2.880662401021037,2.383923475048784,3.589672067814021,2.9723706754733477,5.766904761904762,6.515654761904766,7.156257974527614,7.368568374982526,14.299031711512605,13.805227105690516,7.207083333333333,14.233333333333338,12.478532174964581,14.81437628257185,14.719828872450375,14.05545285183913,3.741919642857143,4.2390178571428585,4.759332850905979,3.2527535015496274,6.205144353131926,6.112537554395176
2016-08-31,MONSOON,2.623333333333333,1.53,1.6914285714285708,1.78,1.8875,4.3654166666666665,5.244999999999996,4.573052858976665,4.890749474092749,3.6490573791471443,2.813453160460606,2.4275,2.369999999999998,2.3403974406126222,2.1550663943723984,1.581334637709861,2.235690214849087,5.445505952380953,5.94494047619048,4.970326213287996,6.0346571108569815,1.9229631420035318,2.894502475349371,6.857083333333334,7.478333333333338,8.199119304978748,13.328741635691651,8.514028586969193,13.259286607571816,3.6731249999999998,3.904464285714287,3.610599710543587,3.266415519296828,3.281557836361018,3.1942725731792256
2016-11-30,POMKH,2.8033333333333332,2.0,5.485714285714287,3.47,2.3925,4.282083333333333,4.672499999999996,3.865165048719332,4.225328734133144,3.4074782989801933,3.6291538470403157,2.1825,2.432499999999998,2.2042384643675734,2.087116589061678,2.295606723091769,2.0447776225259666,6.116785714285714,5.588869047619053,5.176481442258512,5.728924946134281,3.556546847675908,4.119614070876819,5.857916666666667,6.935833333333338,6.307471582987248,12.085163983081413,9.875764882928712,13.332745281397642,3.7435714285714283,3.5793750000000006,3.123359826326152,3.2801349233967434,2.9862260743847475,2.919322015427543
2017-02-28,POMRB,4.366666666666666,2.04,7.951428571428572,7.3,4.3725000000000005,4.368333333333333,4.05833333333333,4.065765695898266,4.294765049701415,4.294644461127202,4.552275616961693,1.86375,2.422499999999998,2.138543078620544,2.044521080628988,1.9712167737729909,2.2033635849075544,6.986458333333333,5.302142857142862,6.286460293926536,6.0728319723528585,7.272425375041307,6.9047487205674685,5.0775,6.778333333333338,6.704482949792348,11.433984874618867,11.423162323844931,6.453520882911797,3.705223214285714,3.766875000000001,3.6230158957956915,3.293911966676114,3.194656461578151,2.782345274345402
2017-05-31,PREMON,8.229999999999999,2.2,12.597142857142856,7.2,6.228571428571428,4.31875,4.505833333333329,5.731459417538959,5.709521788068128,7.03991004530666,6.287919339332554,1.7537500000000001,1.9424999999999983,2.1631258471723265,2.0482079244569014,3.7864370446886517,3.775784963009396,7.07827380952381,6.931428571428576,8.810733319213064,7.590227076967117,13.032288878952176,10.099843993381848,5.692499999999999,4.937500000000005,6.902689769875408,10.785516106224323,13.457090241726247,8.427421238303024,3.551324404761905,3.720267857142858,4.665238108905986,3.3077468902361336,6.145215023483248,5.756140970435673
2017-08-31,MONSOON,1.5233333333333334,0.9,2.1316666666666664,2.9,1.7671428571428571,4.557499999999999,4.2308333333333294,4.048208983856709,4.3714147525539575,3.5978812817260963,3.788048417768584,1.68,1.7849999999999981,1.657875508303396,1.7582151999311373,0.9829116023613729,1.539079862205562,7.003809523809524,7.0414880952381,6.139106658194505,6.4541721189049746,2.424482921151414,2.84370212569843,6.15375,5.217500000000005,5.301613861925245,9.533137473389536,6.586046820282878,11.677487862659595,3.2876934523809527,3.6901785714285724,3.5060000082007345,3.321639886657479,2.581623464579991,2.528592951656526
2017-11-30,POMKH,3.5066666666666664,1.75,5.78,7.27,1.2816666666666667,4.596458333333333,4.406666666666663,3.831592056980692,4.107423922160304,2.8633958561936805,2.288183272860746,1.7575,1.7224999999999984,1.6947253049820377,1.72942145691264,1.6331804312659175,1.478560688970915,6.485238095238095,7.115059523809528,5.995463994916703,6.263151943717853,4.044145287950129,4.839998873696535,6.140000000000001,6.167500000000005,6.088968317155146,9.002985476287757,8.06708410681706,3.5592622583151177,3.174568452380952,3.412470238095239,2.6162666715871072,3.3355912316517218,2.7869191502334703,2.4681600979243328
2018-02-28,POMRB,5.573333333333332,1.7,7.061428571428572,7.19,3.374285714285714,4.756249999999999,4.708333333333329,4.528288567521749,4.640814945832142,4.33679880208209,4.5665587149747315,1.90125,1.6374999999999982,1.6968351829892225,1.6962927762794109,1.5192869552889503,1.7186631828040684,6.043244047619048,6.892559523809528,6.42184982552145,6.403551269243694,7.7161090304176625,7.417272631308187,6.1125,6.140000000000005,6.529380990293088,8.51392148461161,9.976886760229354,5.991358509883764,3.081220238095238,3.1629166666666673,2.91947428866655,3.349601190909077,3.333271058698637,3.130496386480501
2018-05-31,PREMON,7.334999999999999,3.16,9.338571428571427,7.2,6.3217857142857135,4.983958333333333,4.48458333333333,5.650973140513049,5.6463435495999175,7.6293397803391585,8.151402755006044,1.940625,1.8774999999999984,2.2821011097935338,1.9999619073146002,3.003421047727675,2.6363091524849853,5.990178571428571,6.07791666666667,7.588538466741441,7.107353642328914,13.17300008102438,10.781721613283485,5.847499999999999,6.140000000000005,6.797628594175853,8.081124670045044,11.997465452531518,8.473077047948049,3.0456473214285715,3.1862202380952382,4.280398858914215,3.3636700174542624,5.478376708039337,5.1329061264783595
2018-08-31,MONSOON,3.6966666666666654,1.09,1.8542857142857143,2.68,0.9271428571428572,,5.027916666666663,4.869250550974495,5.0837325096899875,3.489686912413696,2.44506861740152,,1.9249999999999985,1.80526066587612,1.7643675166284558,1.081433054385125,1.2683016467179606,,6.0085714285714324,5.29483736575915,5.947484422931784,1.792980267315139,2.3496027329821816,,6.085000000000005,5.150577156505512,7.048542025955863,5.218697907344659,1.8590494581128127,,2.9762202380952383,2.9390964582056722,3.37779789182141,1.848152892371031,2.1797480812122676
2018-11-30,POMKH,3.155,1.875,5.632857142857143,5.37,1.8370833333333332,,4.939999999999996,4.183550330584698,,3.8274305608003685,4.046935635700011,,1.9562499999999985,1.833156399525672,,1.8047073402076026,1.69252239499995,,5.971785714285717,5.430045276598348,,3.4930883381799225,4.779572207829612,,5.610000000000006,5.238346293903307,,6.781893192159874,4.283108181856486,,3.115074404761905,2.498291208256737,,1.7595429542828738,1.6320701975488139
