Date,Season,Sringeri,Narasimharajapura,Chikmagalur,Koppa,Kadur,Tarikere,Mudigere,Sringeri_Trend,Sringeri_SMA,Sringeri_EWMA,Sringeri_DES,Sringeri_TES,Sringeri_ARIMA,Narasimharajapura_Trend,Narasimharajapura_SMA,Narasimharajapura_EWMA,Narasimharajapura_DES,Narasimharajapura_TES,Narasimharajapura_ARIMA,Chikmagalur_Trend,Chikmagalur_SMA,Chikmagalur_EWMA,Chikmagalur_DES,Chikmagalur_TES,Chikmagalur_ARIMA,Koppa_Trend,Koppa_SMA,Koppa_EWMA,Koppa_DES,Koppa_TES,Koppa_ARIMA,Kadur_Trend,Kadur_SMA,Kadur_EWMA,Kadur_DES,Kadur_TES,Kadur_ARIMA,Tarikere_Trend,Tarikere_SMA,Tarikere_EWMA,Tarikere_DES,Tarikere_TES,Tarikere_ARIMA,Mudigere_Trend,Mudigere_SMA,Mudigere_EWMA,Mudigere_DES,Mudigere_TES,Mudigere_ARIMA
2004-11-30,POMKH,5.1866666666666665,9.7,6.252000000000002,5.6400000000000015,10.616666666666667,8.62,3.38,5.384166666666666,4.482499999999996,4.771301058862796,4.592481744629354,4.4687301962842625,4.658239710284171,9.350624999999999,10.712500000000002,8.937037292251082,8.577333354956998,7.441856109405586,4.698174066455977,6.64975,8.236,6.892544356078442,7.846345898079745,6.228892101710127,4.775565412190231,5.8571875,5.626406249999999,5.450099417202727,5.589569401558982,5.392717833975956,5.3848872121839175,10.595208333333332,11.227125,10.958796011955844,10.855737027049932,9.301142892329192,10.470535343145814,9.158354166666667,10.74941666666667,9.554025870897192,9.420946198301763,8.93452711392236,9.439827644775495,4.255,3.91125,3.634229054179186,3.884511067184151,3.6514248815538504,3.4601360525100366
2005-02-28,POMRB,6.29,11.1,7.025999999999999,6.685,10.45,9.73375,5.04,5.4816666666666665,5.379999999999996,5.3787806353176775,4.987852438348506,5.4252567673693886,4.686300440364562,8.74125,9.562500000000004,9.802222375350649,9.013194179717324,10.433048156584647,11.634342762084874,6.558,6.762499999999999,6.945926613647065,7.495504820708902,8.019417402327853,9.032767497994882,5.8884375,5.785624999999999,5.944059650321636,5.83033142886375,6.186536358272603,6.159755684147388,12.194062500000001,11.185833333333331,10.755277607173506,10.762441695464604,10.665497705840663,11.220734552579863,8.66767361111111,9.48785416666667,9.625915522538316,9.44406877797806,10.064220484813944,10.217784283997759,4.498125,4.12875,4.196537432507512,4.278534005829808,4.161529206393303,3.8563179867582873
2005-05-31,PREMON,7.486666666666667,10.985,8.458,7.1800000000000015,7.725,8.049999999999999,6.72,5.537916666666667,5.38833333333333,6.221935047857274,5.808467180490423,7.347176880860788,7.470944700531924,7.171666666666666,9.138750000000003,10.27533342521039,9.348640512879099,12.431725289455484,10.885265905143225,6.289791666666666,6.536999999999999,7.5507559681882395,7.698156973255722,8.861838578455213,7.679825032016531,5.821875,5.928749999999999,6.438435790192982,6.187959430112726,6.887655313123966,6.8563722425237605,13.981458333333334,10.004583333333333,9.543166564304103,10.015769417532601,11.847168670417899,11.842056723996798,8.41454861111111,8.82885416666667,8.99554931352299,8.966969542828345,10.88627962972452,10.296978651023151,4.7091666666666665,4.38125,5.205922459504507,5.357629491430494,5.317713955293803,5.056836435009796
2005-08-31,MONSOON,3.3366666666666664,1.59,4.579999999999999,3.8875,28.7425,7.622222222222222,3.32,5.425000000000001,5.574999999999997,5.06782769538103,5.075951683411796,2.958325322037234,2.8351360369887075,5.465833333333333,8.343750000000004,6.801200055126234,7.92706334569832,7.127314283179422,5.008226573872122,5.784833333333332,6.578999999999999,6.362453580912943,6.5978780243298605,5.692601058543772,4.570586893985165,5.610000000000001,5.848124999999999,5.41806147411579,5.677173811384839,4.43055828100181,4.526955980420777,13.683625,14.383541666666664,17.22289993858246,14.671479397360644,11.463380367132189,10.672713475862798,8.06157986111111,8.506493055555557,8.446218477002683,8.496185308643756,8.229390842513514,8.332306376018185,4.75,4.615,4.4515534757027035,4.842194364684223,3.49054991361863,3.5273573260279907
2005-11-30,POMKH,4.8900000000000015,0.3233333333333334,3.938333333333334,5.4300000000000015,7.4,7.8844444444444415,4.133333333333334,5.3100000000000005,5.50083333333333,4.9966966172286185,4.960915061250438,4.6729629149630085,4.861772430124379,4.755833333333333,5.999583333333336,4.210053366409073,6.536671262399759,6.010135249026181,4.885504702051046,5.362666666666667,6.000583333333331,5.3928054818810995,5.490387549365289,5.271353998926806,5.063923564154189,5.417708333333334,5.795624999999999,5.422836884469474,5.588184445416116,5.605404931859636,5.717220415359969,14.308499999999999,13.579374999999997,13.293739963149477,12.876394086252201,13.413234889068015,14.590360804975312,7.8488888888888875,8.322604166666668,8.221508863979386,8.233450685409897,7.125764945273522,7.575319699374382,4.684583333333333,4.803333333333334,4.324265418754956,4.6698763894416135,4.126837291393731,3.9277570363976038
2006-02-28,POMRB,5.683333333333334,6.83,5.3,5.2,11.284,7.6455555555555526,4.613333333333333,5.210833333333333,5.3491666666666635,5.271351303670505,5.151053603395797,5.53948429122139,5.043956040501996,4.588333333333333,4.9320833333333365,5.258032019845444,6.574785175822511,6.113707860603291,5.738840791052841,5.026875,5.569083333333332,5.35568328912866,5.068524298047702,6.529597733340347,5.561062832405027,5.404166666666668,5.4243749999999995,5.333702130681685,5.453451905230907,6.379543518772712,6.311446911017992,12.7600625,13.787874999999996,12.489843977889686,12.489897129081395,12.765316916577584,13.280947903997115,7.758333333333332,7.800555555555556,7.9911275406098525,7.9749910255863306,8.730253774351736,8.831568531656456,4.614583333333334,4.696666666666667,4.439892584586307,4.69488564818516,4.708797370681182,4.535435073992244
2006-05-31,PREMON,7.173333333333333,9.575,6.8066666666666675,7.126666666666668,11.89,8.436666666666667,6.623333333333334,5.118333333333333,5.2708333333333295,6.032144115535637,5.868780046934541,7.316027047855562,7.379777144256466,4.852916666666666,4.5795833333333364,6.984819211907267,7.101382450857442,8.130317891217391,9.0028035029915,4.867708333333335,5.156249999999998,5.936076640143863,5.293247885983385,7.27931793712491,7.555136558237958,5.347916666666666,5.411041666666666,6.050887945075678,5.827955121620044,6.601990901255605,6.586248168741566,11.2538125,14.829124999999996,12.249906386733812,12.349520236684338,13.59942921989271,13.336905625773618,7.245496031746032,7.897222222222224,8.169343191032578,8.022429687458512,9.218636347749147,8.44820760235828,4.5075,4.672500000000001,5.313268884085118,5.553418274105147,5.613173753533837,5.52805672650123
2006-08-31,MONSOON,2.856666666666667,1.66,3.545,3.8325,12.19,6.511111111111113,2.8566666666666665,5.091666666666667,5.150833333333329,4.7619531359880485,4.977341056143399,2.873080602914453,2.832922909379892,5.03875,4.5970833333333365,4.85489152714436,6.103148822477532,3.8767993970438064,3.536688265849669,4.886666666666667,4.897499999999999,4.979645984086318,4.4923717839259725,4.083071379493694,4.156650895898558,5.3732291666666665,5.397291666666666,5.163532767045407,5.346279702054918,3.913094934398538,3.8391671725243763,12.040500000000002,10.690999999999997,12.225943832040286,12.31836959198526,13.878111896891735,14.240970857385761,6.860317460317461,7.619444444444447,7.506050359063991,7.494419750306957,7.470591227672548,7.495737993638896,4.447916666666666,4.5566666666666675,4.3306279971177375,4.716263631195422,3.684626403092774,3.709254552135289
2006-11-30,POMKH,4.63,2.37,3.7,5.035,11.902500000000002,4.892857142857143,3.74,5.085416666666667,5.085833333333329,4.709171881592829,4.797013272994527,4.505001323652128,4.6878981159481725,4.864999999999999,5.108750000000003,3.860934916286616,5.4155014228219525,3.9664735604698764,2.853148359637863,4.881666666666667,4.837916666666666,4.467787590451791,3.9357548504900177,3.8873276869388045,3.708247165377778,5.3862499999999995,5.298541666666665,5.112119660227244,5.207115904037905,5.241682307130155,5.285005735410653,12.6353125,11.816624999999998,12.096566299224172,12.223559643513031,10.62009349162605,11.344586739565024,6.938809523809525,6.8715476190476235,6.460773072581252,6.641594823582329,6.21109981837347,6.677518924943811,4.35375,4.458333333333334,4.094376798270643,4.325167743898376,4.15094214702101,3.982039836780827
2007-02-28,POMRB,5.73,6.27,5.69,5.797499999999999,13.075,7.555714285714287,4.53,5.105,5.097499999999996,5.117503128955698,5.040195419418417,5.352934755512652,4.978885208235144,4.963124999999999,4.9687500000000036,4.8245609497719695,5.557445243320255,5.556690887487081,6.805607142772312,4.758791666666666,4.935416666666666,4.956672554271075,4.192431204981033,5.595256848847512,5.915664407518687,5.258020833333333,5.447916666666665,5.386271796136347,5.283466471626045,5.703232068016783,5.8291506099049775,13.034062500000001,12.264375,12.487939779534504,12.443290872424315,11.975355227291159,12.361579506688855,7.204087301587302,6.849087301587307,6.898749557834466,6.8068748050860854,6.896741144729624,6.919997792541977,4.254583333333334,4.437500000000001,4.268626078962386,4.3208387056260875,4.6249746452418785,4.468714867489119
2007-05-31,PREMON,7.076666666666667,8.745,6.376666666666666,6.633333333333333,14.857500000000002,9.154444444444444,5.953333333333332,5.102083333333333,5.07333333333333,5.901168544040086,5.7577572405083375,7.1834891105689325,7.171474663144583,5.253125,4.761250000000003,6.392736569863182,6.120163765033428,7.572216726378319,8.910805579407949,4.509458333333334,4.827916666666665,5.524670199229311,4.7215561465368845,6.8647819287399505,7.202001286893046,5.203333333333333,5.324583333333331,5.885096411015141,5.5800386275867115,6.657028939554409,6.610364420619336,12.773229166666669,13.00625,13.435763867720702,13.051125296839901,13.518127647222924,13.166131164219443,7.5241468253968256,7.028531746031751,7.801027512478457,7.40001737026881,8.156538310876837,7.37638234095575,4.234166666666667,4.2700000000000005,4.942508980710764,4.925960813389475,5.529477566338867,5.554017201009366
2007-08-31,MONSOON,3.11,3.275,2.992,3.3000000000000003,12.4125,7.915555555555555,2.733333333333334,5.064166666666667,5.136666666666663,4.784701126424052,4.98696266571007,2.7524792635816144,2.7098944713206663,5.11125,5.165000000000003,5.1456419419179085,5.592751486175257,3.2198756043213903,3.1389500756871094,4.500916666666666,4.689666666666666,4.511602119537587,4.082867014085737,3.662465741792567,3.7066965262716067,5.235833333333333,5.1914583333333315,4.851057846609084,5.018891497847899,3.6837999550291425,3.846885255326986,12.234375000000002,13.061875,13.02645832063242,12.901518252053702,14.633926228343165,14.87270735764562,7.538405257936509,7.379642857142862,7.8468387297092965,7.4699084121498505,7.195924933065351,7.124867134787102,4.237916666666667,4.239166666666668,4.058838721759792,4.1459710013009285,3.4493428466159726,3.4026279607189425
2007-11-30,POMKH,4.3533333333333335,3.075,2.2583333333333333,5.13,9.593333333333334,6.0488888888888885,3.7000000000000006,5.043333333333333,5.067499999999996,4.612154009187764,4.727189999201846,4.4732590374548815,4.601734467889257,4.59,5.341250000000002,4.317385165150745,5.125630842268231,4.135288727552805,3.979662617320979,4.5504999999999995,4.329249999999999,3.6102946050558855,3.331601074084367,3.4147571541782646,3.774339822817728,5.248541666666667,5.215208333333331,4.96263470796545,4.966888036538439,4.892330704603463,5.063638993467849,11.540729166666667,12.484583333333333,11.653208325712786,12.089098348013172,11.229474577714733,11.988017233648131,7.344270833333333,7.668650793650799,7.1276587933811335,6.975207618682083,6.679285965457588,6.981902912940122,4.2175,4.229166666666668,3.9153032330558757,3.873191528306923,3.9446030382019712,3.7587456454937707
2008-02-29,POMRB,5.703333333333332,4.43,7.063333333333333,5.9625,11.073333333333332,6.51375,4.6000000000000005,5.148333333333333,5.0608333333333295,5.048625738845991,4.98512020517348,5.2741296785873315,5.019494165980843,4.0843750000000005,4.881250000000002,4.362431099090447,4.988447151597693,5.920384385473777,6.776928050883581,4.353916666666667,4.672583333333332,4.991510096366865,4.366171636055558,4.742315294010882,5.24527488334248,5.338875,5.256458333333331,5.36258082477927,5.144366691385351,5.523276756808295,5.607911362558265,11.121229166666668,11.984166666666667,11.421258328761004,11.845209214839514,11.783384476425319,12.210786860772005,7.215255681818181,7.408159722222226,6.88209527602868,6.755229653754644,7.669235859043636,7.717303681295405,4.2316666666666665,4.246666666666668,4.189181939833526,4.033055942728923,4.461642091278937,4.313311417359802
2008-05-31,PREMON,6.936666666666667,6.415,5.4,6.569999999999999,11.31,8.643333333333334,5.72,5.496666666666666,5.025833333333329,5.803842109974262,5.674870835640031,7.12213783862995,7.044015852462719,4.0356250000000005,4.298750000000002,5.183458659454269,5.234610720855537,7.134969814483571,7.924655592683977,4.419124999999999,4.428416666666665,5.154906057820119,4.751769697162479,6.885655081216228,7.70538211185727,5.512625000000001,5.240624999999998,5.845548494867562,5.477151943409484,6.530592794993694,6.535824110298204,11.301499999999999,11.097291666666667,11.376754997256603,11.720449802331926,12.829264856442062,12.57070773639563,7.329813762626263,7.280381944444448,7.586590498950542,7.224290927725395,8.126301396426186,7.474500838111051,4.339166666666667,4.188333333333334,4.801509163900116,4.664358781375153,5.426472553153769,5.485921081226812
2008-08-31,MONSOON,4.09,1.56,2.396,4.086,12.604,7.3945454545454545,3.08,5.853958333333334,5.2708333333333295,5.118305265984557,5.267340054004487,2.679557392717912,2.7027869406999017,4.279375,3.8700000000000014,3.7340751956725615,4.55949935776487,2.094700700188838,2.4851240625114253,4.477375,4.279416666666665,4.0513436346920715,4.05228677035908,3.291803702557538,3.1462837131786947,5.5665625,5.437124999999997,5.141729096920537,5.156718237079344,3.490621143248376,3.738610214334593,11.193354166666666,11.145166666666666,11.867652998353961,11.947807968853564,13.160161365416194,13.256354039913441,7.825904356060607,7.150129419191924,7.509772481188508,7.2007206298214985,6.952945307294508,6.944845964633636,4.3999999999999995,4.275,4.112905498340069,4.131264562524601,3.312641770798536,3.2096613343302165
2008-11-30,POMKH,6.16,4.4,3.3760000000000003,5.734,10.844,7.486363636363637,4.213333333333334,6.012916666666667,5.722499999999997,5.534983159590735,5.61598655583954,4.644030910723278,4.633624317597716,4.128125,4.201250000000002,4.000445117403537,4.520367177063157,2.7957397442708167,3.106074165363945,4.724875,4.558833333333332,3.781206180815243,3.7651860831954576,2.955649781739717,2.88789723989004,5.64175,5.588124999999997,5.378637458152323,5.276201030805062,5.126974679779251,5.227666394695594,10.853125000000002,11.457833333333333,11.458191799012376,11.681965751855314,10.212945014659972,10.83455178580756,8.292310606060607,7.50949810606061,7.5004089432585594,7.2129038526528575,6.313303363808364,6.559033240623787,4.447916666666667,4.403333333333334,4.153076632337375,4.123516833449608,3.9328754639376324,3.7410918801596966
2009-02-28,POMRB,6.755000000000001,5.055,6.411666666666665,5.79,8.9575,9.045,4.573333333333333,5.973333333333334,5.985416666666664,6.022989895754441,6.1334603543159965,5.832273948990277,5.526401950065285,3.8474999999999997,4.357500000000002,4.422267070442121,4.60660870608734,5.549275411279496,6.760888583926052,5.304541666666666,4.395916666666666,4.833390375155812,4.588742489245281,4.902093016614325,6.550490307545732,5.903499999999999,5.544999999999996,5.543182474891394,5.405505249205647,5.963226097440889,6.0557627855948395,10.592375,10.928875,10.457915079407424,11.013618008624668,11.38936378330718,11.748370137042246,8.434381313131313,8.14231060606061,8.118245365955136,7.683762828181372,8.101117665073547,8.054084634733382,4.551666666666667,4.396666666666667,4.321179312735758,4.273536485403648,4.58566767966746,4.458789077302485
2009-05-31,PREMON,7.156666666666666,4.58,8.031666666666668,7.3439999999999985,10.704,9.843333333333332,6.13,5.6025,6.040416666666664,6.476460604119332,6.719825730858154,7.827276146071563,7.496306325875106,3.58375,3.8987500000000015,4.485360242265273,4.591355278842775,7.125900268067004,7.793778144728689,5.764083333333334,5.053833333333333,6.112700891760154,5.964988197219947,6.726940219833693,6.720718896465014,6.031125,5.738499999999996,6.263509484934836,5.929154624724047,6.783751806088654,6.880405237391224,10.229375000000001,10.777375,10.556349047644455,10.944291972207726,11.962482420492924,11.628985862323091,8.284281565656567,8.442310606060609,8.808280552906414,8.266120766351557,9.486961009186583,8.8825567734145,4.705,4.499166666666667,5.044707587641454,5.065175756307425,5.511537043906403,5.587027704704427
2009-08-31,MONSOON,3.5533333333333332,1.15,4.401666666666666,5.4060000000000015,11.124,7.331111111111111,3.5,5.113958333333333,5.906249999999997,5.307209695804932,5.904486399094713,3.315654968732964,3.4364200560573788,3.170625,3.796250000000001,3.1512161453591636,3.959803853106471,1.4219900941745807,1.4327503296317565,5.863125,5.55525,5.428287201722759,5.869130433984822,4.228315864263599,4.249795272079635,6.1518749999999995,6.068499999999997,5.920505690960902,5.911510509767888,4.0701847040598835,4.0997463965422245,10.196687500000001,10.407375,10.783409428586673,10.996392282104145,12.364982515153203,12.420477330797446,7.90634722222222,8.426452020202024,8.217412776188294,7.950911005484587,8.242527782257035,8.249422784893891,4.804583333333333,4.604166666666668,4.426824552584873,4.640199985835704,3.4817175063617736,3.367348747401237
2009-11-30,POMKH,3.73,2.7,5.046666666666667,5.4350000000000005,9.42,6.3489999999999975,5.02,4.803333333333333,5.298749999999997,4.67632581748296,5.207313843947113,5.050039124912633,5.217449963304653,3.1487499999999997,3.371250000000001,2.9707296872154982,3.723436604004871,2.218512265527182,3.4556783371145934,5.649166666666667,5.972916666666666,5.275638987700322,5.918808198247043,4.3118059577345225,4.433257149117045,6.2482500000000005,5.993749999999997,5.726303414576542,5.882473456201222,5.968747068319273,5.877472448141022,10.359499999999999,10.051375,10.238045657152004,10.612581390972325,9.22973337109809,9.849268227600959,7.303291666666665,8.142111111111115,7.4700476657129755,7.432834580827154,7.004300037655884,7.317349778770016,4.64875,4.805833333333334,4.664094731550923,4.859413565701281,4.166827032279696,4.012748394380809
2010-02-28,POMRB,5.276666666666666,3.45,5.533333333333334,7.055,10.12,7.158888888888887,4.5633333333333335,4.867708333333334,4.929166666666664,4.916462157156442,5.1355164153963955,5.618652784039021,5.590805160732122,3.4837499999999997,2.9700000000000015,3.162437812329299,3.665636456878535,4.563972173771061,5.851515605685712,5.681791666666666,5.753333333333334,5.378716725953527,6.0659494131550975,6.381694816483288,6.72652856800967,6.170000000000001,6.309999999999997,6.257782048745925,6.2592766327218685,6.412208621655602,6.556352274084487,10.1480625,10.341999999999999,10.190827394291201,10.497560823845262,10.2851239472797,10.491934820327259,6.7940555555555555,7.670583333333337,7.3455841549833405,7.2955449302354705,7.983232655784345,8.023845765572714,4.684166666666666,4.803333333333334,4.623790172263887,4.840423856327531,4.9676932759699355,4.845807182256008
2010-05-31,PREMON,6.15,6.01,7.198333333333332,6.8500000000000005,10.844,6.904999999999999,4.8933333333333335,5.176666666666667,4.677499999999997,5.4098772942938655,5.400978852775833,7.318137688525477,7.018993334594558,4.0875,3.327500000000002,4.30146268739758,4.080458015295642,5.91536598410814,6.377572131181788,5.587750000000001,5.545,6.10656336890545,6.740409785520589,7.281050558936043,7.508944248111456,6.068125000000001,6.186499999999998,6.494669229247555,6.546262069256956,7.686416077217964,7.460751080772776,9.298625,10.376999999999999,10.45209643657472,10.590745998973935,11.480626141419055,11.094962650347613,6.187771825396825,6.9360000000000035,7.169350492990004,7.122534696414611,8.586798186455074,8.072916721549225,4.660416666666666,4.4941666666666675,4.731607436691666,4.936332502668899,5.792205425119752,5.908491834881149
2010-08-31,MONSOON,5.075,2.4,5.496,5.273999999999999,9.2925,6.195555555555559,5.02,5.50875,5.057916666666663,5.27592637657632,5.272774581853875,2.6705818113991238,2.9735599382185183,5.182499999999999,3.640000000000002,3.5408776124385475,3.7678925591612895,1.1711675948712723,2.1704326671858607,5.471708333333334,5.818583333333334,5.86233802134327,6.679780832118651,4.237853431562684,4.148549147063179,5.811625,6.153499999999997,6.006401537548532,6.382944447721383,4.909878023795459,4.772548804534099,8.504875,9.919125,9.988257861944833,10.275706570814826,12.053870631502392,12.039108217031192,5.409404761904762,6.652111111111115,6.779832518016225,6.789725829810919,6.440661512722971,6.431207811159042,4.54125,4.874166666666667,4.846964462015,5.051753150360104,3.3700827722559206,3.276464899402203
2010-11-30,POMKH,4.68,6.280000000000001,3.2,4.752000000000002,4.456,2.634285714285714,3.31,5.8566666666666665,5.295416666666663,5.037555825945791,5.029096583901991,4.866571548110001,4.762140917408198,6.25125,4.535000000000003,4.636526567463129,4.21275847570326,2.5131691593186867,3.672947407417681,5.668375,5.356916666666667,4.797402812805962,5.7544607461877675,4.747126746998591,5.033707273526863,5.6072500000000005,5.982749999999998,5.50464092252912,6.070622108444148,6.095783563787928,5.88295953955256,8.1005,8.678125,7.775354717166899,8.838012008792099,8.50116530268221,9.097741981253321,5.223126984126984,5.723432539682544,5.12161379652402,5.508546820716576,5.497215124131108,5.766509959359783,4.70875,4.446666666666667,4.232178677209,4.439786531373922,4.477047307790429,4.401841519262963
2011-02-28,POMRB,6.9833333333333325,8.629999999999999,6.451666666666667,5.686,8.734,4.6466666666666665,5.32,5.751458333333333,5.722083333333329,5.815866828900807,5.642488135843604,5.687016011424397,5.5520793413990015,7.349166666666667,5.830000000000003,6.233915940477877,5.000475584263092,6.052698957834827,7.176397404481746,5.89,5.5865,5.459108354350244,6.016146777802262,5.92133367012477,5.455614059935579,5.521000000000001,5.640499999999998,5.577184553517472,6.0035012645599,6.626324890515171,6.495095852213396,8.0073125,8.331625,8.158812830300139,8.818238475992898,8.393624364220447,8.57771242669506,5.35030753968254,5.095376984126988,4.931634944581079,5.17296107567804,5.499474297300189,5.517396544928228,4.613333333333333,4.635833333333334,4.6673072063254,4.7271917633264575,4.755590737297333,4.619339777621695
2011-05-31,PREMON,7.2266666666666675,9.38,7.853333333333333,6.5840000000000005,8.995,7.927,5.476666666666668,5.583333333333333,5.9912499999999955,6.380186764007151,6.292198470942945,7.765219869751803,7.14419756720279,8.150833333333333,6.672500000000003,7.492349564286727,5.779598022295805,8.745699439718745,9.207443015012448,6.365583333333334,5.750249999999999,6.41679834594348,6.742256565251351,7.361828119090362,7.421489843314127,5.6615,5.573999999999997,5.979910732110483,6.166168999460601,7.055812164368902,6.812903028239769,8.70325,7.869375,8.493287698180083,8.868152635388597,9.727922649354623,9.326699604007363,5.789202380952381,5.350876984126987,6.129780966748648,5.895222849980784,6.0904471794632435,5.524659171655831,4.557083333333333,4.781666666666667,4.991050990461908,5.050760675571844,5.830575693448805,5.865972955700173
2011-08-31,MONSOON,3.1566666666666667,7.813333333333333,6.614,4.85,10.395999999999999,6.1910000000000025,3.6733333333333333,5.54625,5.511666666666662,5.090778725070957,5.404772696802212,3.286284870642023,3.8438181746596576,8.210833333333333,8.025833333333336,7.62074307190537,6.133557997829667,4.197644824865298,3.8710564484132957,6.832458333333333,6.02975,6.495679007566087,6.932193143230183,4.544013767216204,4.9324922517461705,5.968249999999999,5.467999999999996,5.527946439266289,5.871938117520693,4.565956200066031,4.196366765989318,9.264249999999999,8.14525,9.25437261890805,9.253504119545735,10.274726803331045,10.123220921088068,6.710333333333335,5.349738095238099,6.154268580049189,5.91247458471585,5.500858013610344,5.449660856645551,4.568333333333334,4.445,4.463963927610478,4.584172373894327,3.5493518694369133,3.59450189698027
2011-11-30,POMKH,5.253333333333333,7.28,5.886666666666668,6.3,8.92,6.15,4.206666666666667,5.4054166666666665,5.654999999999996,5.155800568375907,5.329101714292529,4.941792567931856,4.79102937223061,8.091458333333334,8.275833333333336,7.484445843143222,6.326566095020494,6.407157925660955,6.980391218691109,6.9995416666666666,6.701416666666667,6.252074071206319,6.795044539324301,5.371934812227789,4.641593121164837,6.17625,5.854999999999996,5.836767863559773,5.963873360242827,5.17599748300682,5.120142837479696,9.668125,9.26125,9.12062357134483,9.177044118791569,7.513515094860079,7.882036808541384,7.302843750000001,6.22866666666667,6.152561148029514,5.9151441193256105,4.971173029590982,5.032693203474414,4.365833333333334,4.669166666666667,4.361045023232954,4.394158090077784,4.261789582001115,4.109178495866999
2012-02-29,POMRB,6.113333333333332,8.11,7.5,6.591999999999999,8.758000000000001,8.499999999999998,4.513333333333334,5.457708333333333,5.4374999999999964,5.538813674358877,5.571946715017687,5.8799029698632035,5.96580530865175,7.602057765151516,8.145833333333336,7.734667505885933,6.63410792456171,8.894856993610745,8.460392996863368,6.844899509803921,6.9635,6.751244442723792,7.194734934963767,7.355422916281187,7.414573487882032,6.247006696428571,6.081499999999996,6.138860718135863,6.126425322917958,6.332064749603774,6.267748061580646,9.899696180555557,9.26725,8.975574142806899,9.079296743846719,8.902845298680724,9.089702771409279,7.425102831196581,7.192000000000002,7.091536688817708,6.612537741516543,6.761538565587404,6.673381082569711,4.338128720238096,4.467500000000001,4.421960347273106,4.37030584143159,4.827818241950579,4.74439253176609
2012-05-31,PREMON,6.97,8.945,8.141666666666666,7.3420000000000005,12.202000000000002,8.81375,4.663333333333333,5.602604166666666,5.3733333333333295,6.1112882046153265,6.100233247099354,7.727972298049121,7.1137041647042025,7.049948863636364,8.037083333333335,8.218800503531561,7.036153745947003,10.365868918963342,9.17553596510287,6.759493464052287,7.035583333333333,7.307413332300941,7.748284412155482,8.64450785521068,8.156885834459837,6.233325892857143,6.270999999999996,6.620116430881518,6.470459350703461,7.1905470099961,7.288727446005667,9.736086805555555,10.069,10.26614448568414,9.860711083352873,10.103915444308987,9.683285788785518,7.776063616938617,7.413687500000002,7.780422013290625,7.2174805737121135,8.498910257702134,8.006962572255771,4.614069940476191,4.264166666666668,4.518509541697196,4.428439534390958,5.675567342975227,5.682936299939232
2012-08-31,MONSOON,3.831666666666667,4.333128787878788,5.088529411764705,4.658053571428571,9.041569444444443,6.2823226495726505,4.265029761904762,5.748645833333333,5.54208333333333,5.199439589435863,5.447364553872201,3.1979989784949185,3.644933775977554,6.8657405303030306,7.1670321969697,6.6645318172704515,6.532318247549101,5.070855495758368,4.720356217810851,6.914146241830064,6.654215686274509,6.419859764086446,7.121892698699543,5.436411730221293,5.325380334562736,6.22505505952381,6.223013392857139,5.83529128710034,6.096404486558011,5.11145398546703,5.04685547171127,10.04234375,9.730392361111111,9.77631446918826,9.664108429195252,11.428035241674552,11.285553935650707,8.068589840714841,7.436518162393163,7.181182267803435,6.912580246925743,7.236102673732618,7.2091904651726315,5.028132440476191,4.412090773809526,4.417117629780222,4.330043189235219,3.224135274660147,3.284665192750607
2012-11-30,POMKH,5.7375,6.343333333333334,6.728888888888887,6.3825,8.965555555555557,8.866363636363637,5.8225,5.969479166666667,5.663124999999996,5.414663753661518,5.522066880540428,5.022469155034367,4.938107794933281,7.363740530303031,6.932865530303033,6.536052423695605,6.483388540011387,5.698104009739908,5.069297329072869,6.959484783496731,6.864771241830064,6.543471414007422,7.081408726198343,5.315317399007432,4.968042612636539,6.268721726190476,6.243638392857139,6.054174772260204,6.177003196200216,5.835240873262106,5.905876672874606,10.31359375,9.741781249999999,9.452010903735179,9.497307069478333,7.97826832712002,8.394927943097933,8.02394276903652,8.115609071484073,7.855254815227516,7.455884851412633,5.979133031967184,6.1112231692514145,5.606049107142857,4.816049107142859,4.979270577868133,4.898633884561824,4.173638512480458,4.028722526007076
2013-02-28,POMRB,6.7975,7.572999999999999,7.894999999999999,6.4433333333333325,11.1625,8.123846153846156,6.21,6.036458333333334,5.834166666666663,5.967798252196911,5.971190351074643,6.0565943405739215,6.115838175860832,7.826099431818181,6.798615530303033,6.9508314542173615,6.665345566456884,8.103076391627933,7.79749934099654,6.833058619281045,6.963521241830064,7.084082848404453,7.433285299298365,7.6516007922406715,7.535537336017942,6.250679315476191,6.206471726190472,6.209838196689455,6.26564267490775,6.6648955727218855,6.584333982775333,10.416585069444444,10.342906249999999,10.136206542241107,9.917184675559916,9.252498537131306,9.424819749667124,8.159005366161617,8.021570609945613,7.962691350674971,7.634946204177803,8.525310428268437,8.523571327055098,5.976566220238095,5.240215773809526,5.47156234672088,5.5621441937029585,5.180227997496904,5.067947142625878
