Date,Season,Chamraon,Suar,Milak,Shahabad,Bilaspur,Chamraon_Trend,Chamraon_SMA,Chamraon_EWMA,Chamraon_DES,Chamraon_TES,Chamraon_ARIMA,Suar_Trend,Suar_SMA,Suar_EWMA,Suar_DES,Suar_TES,Suar_ARIMA,Milak_Trend,Milak_SMA,Milak_EWMA,Milak_DES,Milak_TES,Milak_ARIMA,Shahabad_Trend,Shahabad_SMA,Shahabad_EWMA,Shahabad_DES,Shahabad_TES,Shahabad_ARIMA,Bilaspur_Trend,Bilaspur_SMA,Bilaspur_EWMA,Bilaspur_DES,Bilaspur_TES,Bilaspur_ARIMA
2008-05-31,PREMON,5.35,4.93,4.529000000000001,6.438416666666668,8.68,3.1325,3.4800000000000004,4.1845926618829505,4.135647337039629,5.013697540730833,5.003356621972439,4.13890625,5.043750000000001,4.97014076340562,4.886006866197552,5.74856229057412,5.2560693322895204,3.3907916666666664,3.3907916666666686,3.8386907298206254,4.124480244108683,5.321283310346165,4.730331398277435,5.836017045454546,5.836017045454544,5.956513882473024,6.0895728301438545,6.924884108930044,5.681352768301229,7.64625,7.27125,7.70351064757943,6.540279122225765,7.038011677987484,8.100113692106751
2008-08-31,MONSOON,1.22,2.215,1.99875,5.4638333333333335,6.8,3.15625,3.0725000000000007,2.99875559712977,3.445653558276397,3.3238323290024145,3.490713603737896,3.8303124999999993,4.275000000000001,3.868084458043372,4.0675469103365645,4.110583519785384,3.545326764003331,3.3907916666666664,3.3907916666666686,3.1027144378923754,3.3316661465553308,2.879409728537132,2.6106229083388315,5.836017045454547,5.836017045454544,5.759441662817148,6.150322890622145,4.521673799054197,5.151318616857342,7.615625,7.646249999999999,7.342106388547657,6.543397789044169,6.431838840990076,5.0641923475325274
2008-11-30,POMKH,2.5,4.28625,3.12375,5.851818181818183,8.68,3.20125,3.192500000000001,2.799253358277862,3.2036589055033136,2.7607592223979927,2.1159355115710436,3.6021874999999994,4.002812500000001,4.035350674826024,4.11649979313395,3.5883624551163464,3.4456825204086585,3.3907916666666664,3.390791666666669,3.1111286627354255,3.2181714309263327,2.4706398791863897,2.3061864819985747,5.836017045454547,5.836017045454545,5.796392270417562,6.211701903221765,5.431325944628803,5.62980573810327,7.585,7.64625,7.877263833128595,6.546738897647572,5.898125703167539,8.507618501578833
2009-02-28,POMRB,3.41,3.2,3.911666666666666,5.59,6.18,4.055,3.120000000000001,3.0435520149667172,3.233203466632273,3.11816130445093,3.5932977499619483,3.8078125,3.657812500000001,3.7012104048956145,3.8257974851669263,4.023499893521997,3.6973253192263553,3.390791666666667,3.3907916666666695,3.431343864307922,3.5347505030634636,3.463918397933346,3.4717233208475964,5.836017045454546,5.836017045454545,5.713835362250538,6.273671468157589,6.444067335410284,6.139848386192023,7.847499999999999,7.585,7.198358299877157,6.549786860092787,6.595095126804779,6.084806556175659
2009-05-31,PREMON,6.0,4.484999999999999,4.529000000000001,6.438416666666668,8.68,5.098750000000001,3.282500000000001,4.22613120898003,3.902726333052973,4.600660324036749,4.902044945881655,3.9876562499999997,3.5465625000000003,4.0147262429373685,4.007449374252546,4.358005906329651,4.3682959484017205,3.3907916666666664,3.3907916666666695,3.8704063185847537,4.121206415374187,4.9171964443328084,4.668177547880168,5.836017045454546,5.836017045454545,6.0036678840169895,6.336313704375272,6.910508611126721,5.656708546935913,7.708125000000001,7.584999999999999,7.7910149799262935,6.553130233191367,7.080204981290187,7.986208740890515
2009-08-31,MONSOON,7.4,4.305,1.99875,5.4638333333333335,8.9,5.386875,4.8275000000000015,5.495678725388018,4.807309585919796,3.174387580692432,3.5858394557291158,4.004375,4.0690625,4.130835745762421,4.080222845082479,3.1830417406534672,2.913762197864999,3.3907916666666664,3.3907916666666695,3.1217437911508523,3.2810963284511026,2.7202248732920213,2.0145461530946767,5.836017045454547,5.836017045454545,5.787734063743526,6.399510057140566,5.05350592781795,5.570279467223598,7.352500000000001,8.11,8.234608987955777,6.556500692361759,6.474032143801178,6.425011292390037
2009-11-30,POMKH,4.67,3.635,3.12375,5.851818181818183,5.465000000000002,5.57875,5.370000000000001,5.165407235232811,4.862905281418551,4.180774080879776,4.9297139159655945,4.271875,3.906250000000001,3.9325014474574527,3.930592137388057,4.138433158565913,4.316355339265469,3.3907916666666664,3.39079166666667,3.122546274690511,3.1463818557030026,2.904526820931676,3.0138781121063225,6.059964962121214,5.836017045454545,5.813367710973389,6.463359614463219,5.673087249462019,5.8538893871155855,7.30625,7.30625,7.126765392773467,6.559467936223596,5.940319029954462,8.74254040767761
2010-02-28,POMRB,3.5450000000000004,3.985,3.911666666666666,5.59,6.55,5.274583333333334,5.403750000000001,4.517244341139687,4.621419881671412,4.724143721708104,4.551571909477617,4.235625,4.102500000000001,3.953500868474472,3.9309698922520258,3.985314792494979,3.8723077979186815,3.390791666666667,3.3907916666666704,3.438194431480973,3.457186618375159,3.5264128511641344,3.790528230178469,6.28391287878788,5.836017045454545,5.724020626584034,6.527824216984479,6.159127248541781,4.855425127875154,6.876250000000001,7.39875,6.89605923566408,6.562563971147972,6.637288415641645,4.840768242398537
2010-05-31,PREMON,7.4,5.84,4.529000000000001,8.23,7.939999999999999,4.695104166666667,5.753750000000002,5.670346604683813,5.391078415512737,5.84189550486433,5.052460149348336,3.848125,4.441250000000001,4.708100521084683,4.4859298106337455,4.7229133455196965,4.562465803822625,3.3907916666666664,3.3907916666666704,3.874516658888584,4.047952634783131,4.661912355259707,4.3965567224069115,6.5149356060606065,6.283912878787878,6.726412375950421,6.593109295818645,6.819984248279928,6.463361010464164,6.46875,7.213749999999999,7.3136355413984475,6.565824751086077,7.12239827394638,8.174439369571871
2010-08-31,MONSOON,3.566666666666667,2.66,1.99875,5.4638333333333335,6.2,4.599166666666667,4.795416666666668,4.828874629476955,5.05564016003937,4.4549903505092425,4.53075151231895,3.565625,4.030000000000001,3.88886031265081,3.921788969260642,4.032772004015005,3.79747460150504,3.3907916666666664,3.3907916666666704,3.1242099953331506,3.2226629854038977,2.5289034056812754,2.0145461530946767,6.745958333333332,6.283912878787878,6.221380758903585,6.658851631092501,5.6227279085532125,6.390075059546966,6.29125,6.53875,6.868181324839068,6.568881832823137,6.516225427343918,8.094975637152203
2010-11-30,POMKH,3.8675,2.18,3.12375,7.7,4.904999999999999,4.509791666666667,4.5947916666666675,4.444324777686173,4.849300765815421,4.193316780870817,3.1836148367148462,3.2125,3.666250000000001,3.205316187590486,3.3850894505980764,3.7665582719246222,3.8698483517037134,3.3907916666666664,3.390791666666671,3.1240259971998903,3.1051903741384277,3.1398921090789456,3.0138781121063225,6.745958333333334,6.745958333333332,6.812828455342151,6.725399369002375,6.056204457711168,6.584538070376647,5.9325,6.39875,6.082908794903441,6.571787534965242,5.982512281547488,4.362272897914156
2011-02-28,POMRB,3.58,3.18,3.911666666666666,5.59,5.69,4.230208333333334,4.603541666666667,4.098594866611704,4.603785904737054,4.534587082831763,4.108706225858859,2.8975,3.4650000000000016,3.195189712554292,3.310075796190548,3.0830614370453344,2.8577675026692084,3.390791666666667,3.3907916666666713,3.4390822649866006,3.432677049448015,3.6467476435651576,3.790528230178469,6.745958333333333,6.7459583333333315,6.32369707320529,6.792461953016877,6.509738719560441,5.8705528918371845,5.8375,6.18375,5.925745276942065,6.5747866867147655,6.679481660218426,5.925424968322937
2011-05-31,PREMON,6.65,3.82,4.529000000000001,8.23,5.93,4.0484375,4.416041666666667,5.119156919967022,5.169699789111266,5.708020303221174,5.252178507844002,2.92125,2.9600000000000017,3.445113827532575,3.44917441951006,3.868282452874508,3.9601476472256785,3.3907916666666664,3.3907916666666713,3.875049358991961,4.038627308777479,4.527230705510407,4.3965567224069115,6.745958333333334,6.7459583333333315,7.086218243923174,6.860370769717409,7.863517171591194,7.513407488614018,6.0015625,5.68125,5.927447166165239,6.577815157175675,7.1645915080115685,7.123102073788633
2011-08-31,MONSOON,2.08,2.16,1.99875,5.4638333333333335,7.45,4.041250000000001,4.044375,3.9034941519802135,4.488386483552153,4.168339822106605,4.1169168772889755,3.0162500000000003,2.8350000000000017,2.9310682965195447,3.049730073618015,2.607489877001064,2.64345205980577,3.3907916666666664,3.3907916666666713,3.1245296153951765,3.222973277785497,2.3548194268785525,2.0145461530946767,6.378458333333333,6.745958333333332,6.437264279687238,6.928762854567317,5.889550169939761,5.917449603253262,5.994375,5.99375,6.536468299699143,6.581023653881781,6.558418637498689,5.2200561329008295
2011-11-30,POMKH,3.9,2.87,3.12375,7.7,4.9674999999999985,3.9362500000000002,4.052499999999999,3.902096491188128,4.381829400320823,3.609108262844208,2.5683150562275605,3.1543750000000004,3.007500000000002,2.906640977911727,2.983655464883552,2.7943629684740685,3.046191154454876,3.3907916666666664,3.3907916666666718,3.124217769237106,3.111205420965963,3.244932283495293,3.0138781121063225,6.010958333333333,6.745958333333333,6.9423585678123425,6.997986611630635,6.963210001180124,6.8794871627566785,6.138125,6.009375,5.908880979819485,6.58394101774021,6.024705505774602,5.0299775773421125
2012-02-29,POMRB,3.49,3.25,3.911666666666666,2.65,5.57,3.865,4.029999999999999,3.7372578947128767,4.191263181749144,4.103298630280651,4.081580365345782,3.4403125,3.025000000000002,3.0439845867470363,3.0512367296607423,2.9248003582686075,3.0620773579645792,3.390791666666667,3.390791666666672,3.4391973282089303,3.4418556041094166,3.7640743359735835,3.790528230178469,6.010958333333334,6.010958333333333,5.225415140687405,7.067549787175468,6.284976419238263,6.683562161948641,6.362291666666667,5.979375,5.773328587891691,6.586930349223356,6.721674884682137,5.32654727117838
2012-05-31,PREMON,5.9,4.855,4.529000000000001,8.23,7.2,3.95,3.842499999999999,4.602354736827726,4.635519859961436,5.361358301431909,5.316290904449596,3.9218750000000004,3.283750000000002,3.768390752048222,3.5782757669964096,3.8217949447356085,4.145151958271985,3.3907916666666664,3.390791666666672,3.8751183969253584,4.049167087262726,4.474018132791594,4.3965567224069115,6.010958333333334,6.010958333333332,6.427249084412443,7.138185930287666,7.6610143195652,7.354716411516373,6.419895833333333,6.296875,6.343997152735015,6.590112643615235,7.206784730585541,5.509426237633707
2012-08-31,MONSOON,2.26,3.4125,1.99875,5.4638333333333335,7.973333333333334,4.501250000000001,3.887499999999999,3.6654128420966354,4.0921905955148565,3.7216654607785213,3.625035241763152,4.4925,3.5968750000000025,3.6260344512289335,3.5142369302764407,3.0905789444413663,3.0763628017974725,3.3907916666666664,3.390791666666672,3.124571038155215,3.232436324250528,2.2190130612730488,2.0145461530946767,6.321270833333333,6.010958333333332,6.0418827839808,7.209332380050877,5.420386521555653,4.491710138989804,6.582083333333332,6.427708333333334,6.995731624974343,6.5933871121061856,6.600611874378026,7.337227937878129
2012-11-30,POMKH,4.4,5.4700000000000015,3.12375,7.7,4.904999999999999,4.938124999999999,4.012499999999999,3.9592477052579813,4.179608225253512,3.3178251152172225,2.749762815824307,4.684375,4.246875000000003,4.363620670737361,4.0848561915373285,3.654212751125148,3.8246209202956525,3.3907916666666664,3.3907916666666726,3.124242622893129,3.1186683529394235,3.2731871261662615,3.0138781121063225,6.631583333333333,6.010958333333332,6.70512967038848,7.281337808573751,7.017235086718804,7.698440570556445,6.434583333333332,6.412083333333334,6.159438974984605,6.5963014997185745,6.066898748259774,4.892595083423613
2013-02-28,POMRB,7.4,5.215,3.911666666666666,5.1325,6.93,4.9087499999999995,4.989999999999998,5.335548623154789,5.002800517283751,4.008223362472617,4.261465570791677,4.6953125,4.738125000000003,4.704172402442416,4.406285244259636,4.636756879543439,4.502137377453844,3.390791666666667,3.390791666666673,3.4392122404025436,3.4470571683253954,3.854222023395508,3.790528230178469,6.631583333333333,6.6315833333333325,6.076077802233089,7.353880763372254,4.665815134770828,4.679232195507044,6.026666666666666,6.752083333333333,6.467663384990763,6.5994553278734,6.763868125947512,5.179798105228014
2013-05-31,PREMON,5.485,4.425,4.529000000000001,8.23,4.66,4.78875,4.886249999999999,5.395329173892874,5.196721432483505,6.259388132869435,7.117273680409367,4.52125,4.630625000000003,4.59250344146545,4.394066499540443,5.657660340155975,5.666017887764061,3.3907916666666664,3.390791666666673,3.8751273442415264,4.05209740856567,4.467619930066668,4.3965567224069115,7.031583333333333,6.6315833333333325,6.937646681339853,7.42735570790156,8.347745396295405,7.183019885742486,5.951875,6.117083333333333,5.7445980309944575,6.602343021884495,7.248977987204885,7.128411941398945
2013-08-31,MONSOON,2.44,3.93,1.99875,5.4638333333333335,7.25,4.0024999999999995,4.931249999999999,4.213197504335724,4.591642650089363,4.294114239271979,3.336958067130328,4.246875,4.7600000000000025,4.32750206487927,4.237532118484697,3.816908420866593,3.379535626729007,3.3907916666666664,3.390791666666673,3.1245764065449158,3.233660039136709,2.1245924183407263,2.0145461530946767,7.121270833333333,6.6315833333333325,6.3481213421372455,7.501369102799686,5.788916147958148,6.1902236526572985,5.49,5.93625,6.346758818596674,6.605536665637413,6.6428051009118425,6.638583304462869
2013-11-30,POMKH,3.26,3.56,3.12375,10.9,5.03,3.3587499999999997,4.646249999999998,3.831918502601434,4.299323410198288,3.7929616455311312,2.9473232057788334,4.233125,4.2825000000000015,4.020501238927562,4.0177984552190065,4.2782838122444575,4.056734681755161,3.3907916666666664,3.3907916666666735,3.1242458439269494,3.1186963266825325,3.2623182029465623,3.0138781121063225,6.912208333333333,7.431583333333333,8.168872805282348,7.576489717000048,7.565666833493488,7.2741151008818985,5.2681249999999995,5.967500000000001,5.820055291158004,6.608470075965667,6.109091965874325,4.455119110870856
2014-02-28,POMRB,2.25,4.93,3.911666666666666,2.65,3.11,3.54875,3.3587499999999983,3.1991511015608602,3.81200926301659,4.082867963861002,3.970367963550612,4.37625,4.2112500000000015,4.384300743356537,4.274327822790933,4.019958615272309,3.8405214334901587,3.390791666666667,3.390791666666674,3.4392141730228363,3.4462665201294103,3.912940300096678,3.790528230178469,7.329854166666666,6.810958333333334,5.961323683169409,7.651788407610016,5.588324889764832,3.9306904708471997,5.92625,5.012500000000001,4.736033174694803,6.611178480276773,6.806061344526857,6.471354291892206
2014-05-31,PREMON,5.485,4.6,4.529000000000001,9.04,6.705,3.8628125,3.358749999999999,4.113490660936517,4.218063687813565,5.038521201341234,4.682682753628308,4.617500000000001,4.255000000000002,4.470580446013922,4.354431408748134,5.203335139182966,5.004281730235348,3.3907916666666664,3.390791666666674,3.875128503813702,4.050779917363095,4.482942014768215,4.3965567224069115,7.509166666666666,7.013458333333333,7.1927942099016455,7.728272568753953,8.461841461205772,7.9237279069562865,6.33625,5.523750000000001,5.523619904816882,6.614311091586717,7.291171160785227,3.2179217944677445
2014-08-31,MONSOON,3.96,4.9,1.99875,7.994999999999999,10.47,4.330625,3.738749999999999,4.05209439656191,4.169786618429929,3.375975494045749,3.2739900556478965,4.722291666666667,4.497500000000002,4.642348267608353,4.499966279769146,3.6707475603968707,3.4225029697973213,3.3907916666666664,3.390791666666674,3.1245771022882214,3.232287741381334,2.06551005384384,2.0145461530946767,7.992708333333334,7.64625,7.513676525940987,7.805443249406847,5.943860426316939,6.293338094855454,7.13425,6.328750000000001,7.502171942890129,6.617888074712507,6.6849982978271925,7.364639911251336
2014-11-30,POMKH,4.2525,4.5200000000000005,3.12375,9.803333333333333,5.09,4.6225000000000005,3.986874999999999,4.132256637937146,4.202281410394657,3.4793878232593913,3.654195207850247,4.707083333333334,4.7375000000000025,4.593408960565013,4.487763181938147,4.678678174836063,4.486600200143479,3.3907916666666664,3.3907916666666744,3.1242462613729325,3.1174881000322823,3.2361346512549782,3.0138781121063225,8.472083333333332,7.372083333333334,8.429539248897925,7.8835032551798685,9.522312962991485,8.740363893379557,8.553291666666667,6.343750000000001,6.537303165734077,6.620832926711558,6.151285199814787,5.800435809213494
2015-02-28,POMRB,5.0,4.808333333333334,3.911666666666666,7.615,9.434,4.570625000000001,4.6743749999999995,4.479353982762287,4.413918961224313,4.093150369813356,4.2972255176004985,4.6450000000000005,4.707083333333336,4.679378709672341,4.5654781832064435,4.694377444213385,4.556662592984544,3.390791666666667,3.390791666666675,3.439214423490426,3.4453154949786415,3.9450927101959024,3.790528230178469,8.318958333333333,8.613333333333335,8.103723549338754,7.962186867864497,4.632149504355777,7.692196671883127,8.844333333333333,7.924750000000001,7.695981899440445,6.624290250888895,6.848254578674789,2.988830289441135
2015-05-31,PREMON,5.07,4.6,4.529000000000001,7.91,11.733333333333334,4.5765625,4.570625,4.715612389657372,4.6030812742095355,5.728148521835994,5.974401913047643,4.470833333333333,4.707083333333335,4.647627225803404,4.5573425595745665,5.487931406849385,5.153584619531342,3.3907916666666664,3.390791666666675,3.8751286540942558,4.050126809068758,4.504404542685215,4.3965567224069115,8.844166666666666,8.330833333333336,8.026234129603253,8.041670847682493,9.863031541746318,9.071789712448712,8.401833333333332,9.181833333333335,9.310922472997602,6.628019505894167,7.333364468123449,8.18442597301573
2015-08-31,MONSOON,3.96,4.403333333333333,1.99875,7.899999999999999,7.77,4.4615625,4.570625,4.4133674337944235,4.4794336746858425,3.7916975942689186,3.133605706727472,4.265625,4.582916666666668,4.549909668815376,4.492863797679525,3.815984366558361,3.4856994078280694,3.3907916666666664,3.390791666666675,3.1245771924565533,3.231904323073603,2.032554376037712,2.0145461530946767,9.2728125,8.307083333333336,7.975740477761951,8.121942179416639,7.470063799011504,7.230518564430721,8.072083333333333,8.506833333333336,8.694553483798561,6.6312834709445845,6.727191663259693,11.294314160417386
2015-11-30,POMKH,4.3,3.623333333333333,3.12375,14.1,4.25,4.340625,4.5825,4.368020460276654,4.4613857785478315,3.7920267829303453,3.6938965271500614,4.1725,4.3587500000000015,4.179279134622559,4.214684955841507,4.5095913846605535,4.271613308174812,3.3907916666666664,3.3907916666666753,3.1242463154739317,3.117320844821692,3.207933218880629,3.0138781121063225,9.406875,9.381250000000003,10.425444286657171,8.203435252771147,10.095812456754711,10.676968736973397,6.981916666666667,8.296833333333336,6.916732090279137,6.634134175709352,6.193478533297574,4.068366052504674
2016-02-29,POMRB,4.0325000000000015,4.0633333333333335,3.911666666666666,6.7475000000000005,7.635999999999999,4.530625000000001,4.340625,4.233812276165993,4.3788325773856425,4.340045033896451,4.364455598159001,4.169583333333333,4.172500000000001,4.132900814106868,4.152386284655524,4.169013529593437,4.06242666760329,3.390791666666667,3.3907916666666758,3.4392144559510256,3.445315710937014,3.958350780878374,3.790528230178469,9.66125,9.164375000000003,8.954266571994303,8.285231245799379,6.8746953521947685,7.8726672781274285,5.943583333333334,7.847333333333335,7.204439254167482,6.637384531891115,6.890447901879006,8.441779928410519
2016-05-31,PREMON,5.07,4.6,4.529000000000001,9.85,4.81,4.814375,4.340625,4.568287365699596,4.568405256290954,5.673919872503825,5.4772661891265235,4.28,4.172500000000001,4.31974048846412,4.269446805599132,4.855017358473744,4.580773659941532,3.3907916666666664,3.3907916666666758,3.8751286735706154,4.0502526288268035,4.523853729953787,4.3965567224069115,8.861875,9.649375000000003,9.312559943196582,8.36805131407818,9.69176781484577,9.830439754870074,6.145666666666666,6.116500000000002,6.24666355250049,6.640303329070642,7.375557769887292,10.351399253266358
2016-08-31,MONSOON,5.48,4.38,1.99875,7.994999999999999,6.386666666666668,4.9228125,4.720625,4.932972419419757,4.824324692504546,3.7509155709752093,3.188504645612834,4.420416666666667,4.166666666666668,4.343844293078472,4.28524356035015,3.492992024759414,3.363593389336116,3.3907916666666664,3.3907916666666758,3.124577204142369,3.232075348594124,2.0167691276666146,2.0145461530946767,8.1803125,9.673125000000002,8.78553596591795,8.45156507860534,8.569089592026195,9.316292194531753,6.861166666666667,5.770666666666669,6.302664798166961,6.643408785111646,6.769384883867121,5.194717045204626
2016-11-30,POMKH,5.05,4.53,3.12375,7.61,7.25,4.937500000000001,4.908125,4.979783451651854,4.924271193194115,4.138258856080147,4.417870370499479,4.446796875,4.393333333333334,4.418306575847083,4.341106954549926,4.333334340534866,4.221277657243534,3.3907916666666664,3.390791666666676,3.124246322485422,3.1174943594318973,3.183899100636803,3.0138781121063225,7.824999999999999,8.050625000000002,8.31532157955077,8.53588038700839,12.3824076090721,10.276669888256489,7.245416666666667,6.520666666666669,6.681598878900177,6.646616983910523,6.235671737295976,3.64514164308042
2017-02-28,POMRB,4.15,4.28,3.911666666666666,7.785,10.36,4.9375,4.937499999999999,4.647870070991113,4.779073883703089,4.7863960708891575,4.678732368322609,4.37734375,4.447500000000002,4.36298394550825,4.305282817170491,4.5230363324506015,4.450031946589986,3.390791666666667,3.3907916666666766,3.4392144601579195,3.445470049181535,3.9599877442737346,3.790528230178469,7.316249999999999,8.310000000000002,8.103192947730461,8.621043652106135,6.078495701853327,7.2311481967187135,7.189583333333333,7.201666666666669,8.152959327340106,6.650192466762631,6.932641140339268,8.006245589572144
2017-05-31,PREMON,5.07,4.5943749999999985,4.529000000000001,5.97,5.16,4.875,4.937499999999999,4.816722042594668,4.8873586349200515,6.038728461523897,5.502422382436265,4.089843749999999,4.446093750000001,4.455540367304949,4.374322812669162,5.1417803995954365,4.8914423466931165,3.3907916666666664,3.3907916666666766,3.875128676094752,4.050375544798955,4.538087256315671,4.3965567224069115,7.456875,7.340000000000002,7.249915768638276,8.706926582084298,9.319769434853372,6.643205798939849,6.9975,7.289166666666669,6.955775596404064,6.65315700974189,7.417751039593694,5.454596202133348
2017-08-31,MONSOON,5.48,3.83,1.99875,7.805,5.59,4.885,4.937499999999999,5.082033225556801,5.076119503284918,4.025265618859244,3.337685191395983,3.7085937499999995,4.308593750000001,4.20532422038297,4.193869384724849,3.636580173617669,3.4727587349542013,3.3907916666666664,3.3907916666666766,3.124577205656851,3.232160593825471,2.0109866872797677,2.0145461530946767,7.765625,7.292500000000002,7.471949461182965,8.79378703299347,7.314665953906334,7.320963705425967,6.5649999999999995,7.0900000000000025,6.409465357842439,6.656173228273119,6.811578157159826,6.04714205958741
2017-11-30,POMKH,4.55,2.78,3.12375,8.925,6.51,4.9958203125,4.812499999999999,4.869219935334081,4.9958554740275165,4.344580611301272,4.4584353094028595,3.54609375,3.871093750000001,3.6351945322297814,3.7541269085755387,4.137290238506435,3.9982846806482146,3.3907916666666664,3.390791666666677,3.124246323394111,3.11754486494732,3.1659333404690893,3.0138781121063225,8.1525,7.621250000000003,8.053169676709778,8.88158558874551,9.713289671496222,8.961811131871624,6.28125,6.905000000000003,6.449679214705464,6.659298829421608,6.277865000814994,6.512437010185046
2018-02-28,POMRB,4.73,2.98,3.911666666666666,8.94,7.6400000000000015,5.034140625000001,4.9575,4.813531961200448,4.97245577424205,4.817577112924189,4.418519820648096,3.47734375,3.5460937500000007,3.373116719337869,3.5074631609928995,3.566060054185943,3.547085459354506,3.390791666666667,3.3907916666666775,3.439214460703133,3.445490797213872,3.955606472930649,3.790528230178469,8.669374999999999,7.910000000000003,8.407901806025867,8.97025564896912,6.560884812684744,7.163134682670307,6.02625,6.225000000000003,6.925807528823279,6.662558575706029,6.974834394744832,9.377336660347906
2018-05-31,PREMON,5.3765625,4.5943749999999985,4.529000000000001,7.91,5.61,5.065390625,5.034140624999999,5.038744176720269,5.112225151927997,6.205995561505808,5.734693130130202,3.5179687499999996,3.5460937500000007,3.8616200316027207,3.8182990991628145,4.0168342401528845,3.89038959748783,3.3907916666666664,3.3907916666666775,3.87512867642188,4.050371679547305,4.54674600082872,4.3965567224069115,8.8615625,8.395000000000003,8.20874108361552,9.05973406955788,7.993498890742116,8.099092912207706,5.761250000000001,6.337500000000003,6.399484517293967,6.665580481101743,7.4599442618165215,4.122270860249322
2018-08-31,MONSOON,5.48,3.28,1.99875,10.0,3.1,,5.034140624999999,5.2152465060321616,5.249965442278628,4.227072637991241,3.6121122994881483,,3.408593750000001,3.6289720189616324,3.641894979405051,3.0624911715349894,3.1832951545057524,,3.3907916666666775,3.124577205853128,3.2321443199114714,2.010189984880558,2.0145461530946767,,8.943750000000003,8.925244650169311,9.150243182212614,8.01203825754504,7.171040776661645,,5.715000000000003,5.07969071037638,6.668307949881815,6.853771384134073,5.366498559021901
2018-11-30,POMKH,4.8,3.655,3.12375,8.2675,6.88,,5.096640624999999,5.049147903619296,,4.496347227179406,4.463351529136576,,3.627343750000001,3.6393832113769795,,3.574997000070103,3.6883933592343556,,3.390791666666678,3.1242463235118767,,3.153705831781631,3.0138781121063225,,8.779375000000002,8.662146790101588,,10.181751415213153,6.102513812295372,,5.807500000000003,5.799814426225828,,6.32005819828627,5.279442055505332
