Date,Season,Kushtagi,Yelbarga,Koppal,Gangawati,Kushtagi_Trend,Kushtagi_SMA,Kushtagi_EWMA,Kushtagi_DES,Kushtagi_TES,Kushtagi_ARIMA,Yelbarga_Trend,Yelbarga_SMA,Yelbarga_EWMA,Yelbarga_DES,Yelbarga_TES,Yelbarga_ARIMA,Koppal_Trend,Koppal_SMA,Koppal_EWMA,Koppal_DES,Koppal_TES,Koppal_ARIMA,Gangawati_Trend,Gangawati_SMA,Gangawati_EWMA,Gangawati_DES,Gangawati_TES,Gangawati_ARIMA
2011-02-28,POMRB,7.716666666666668,9.77,4.215999999999998,4.5216666666666665,8.018916666666668,8.617666666666663,7.825545954495949,7.65667473066039,7.524470989480525,8.945086596554226,9.835327380952382,9.635166666666672,9.477828562582294,9.464945049499345,9.13267157996689,8.84637416441982,5.0766696428571425,4.373357142857142,4.286408794920799,4.611614406390109,4.575400505963559,4.7811264120209,4.58565972222222,4.318611111111111,4.243263306254316,5.355139336089216,4.171378005301645,4.6031828040238025
2011-05-31,PREMON,8.315000000000001,10.615,7.381428571428571,5.6344444444444415,7.457729166666668,8.900416666666665,8.021327572697569,7.795087611570463,8.895532586377099,8.312245981901064,10.440186011904762,9.765416666666672,9.932697137549376,9.808756254246733,10.521953139973963,10.018618553087514,5.7244464285714285,4.818357142857142,5.524416705523908,5.261721511280812,5.622626361755841,5.638143146314488,4.868680555555555,4.455972222222222,4.799735761530366,5.35602393396289,5.814747713081735,6.2163755616311285
2011-08-31,MONSOON,6.747999999999998,10.984285714285717,5.7125,5.137499999999998,7.895708333333333,7.137416666666664,7.51199654361854,7.483786452398952,8.854502869484486,9.742960358265808,11.06669642857143,9.9052380952381,10.353332568243912,10.15974128456311,10.029605777262411,10.30509812595858,6.323785714285714,5.334982142857141,5.599650023314345,5.360779660541824,5.136035731527796,5.209684561841896,5.247083333333332,4.715347222222222,4.934841456918219,5.356908677523996,5.125605339392211,5.51495316685134
2011-11-30,POMKH,8.332500000000001,12.531250000000002,7.145714285714287,4.794444444444445,8.323062499999999,7.778041666666663,7.840197926171125,7.67312283313433,5.917916882935711,5.604100156621049,11.326741071428572,10.975133928571434,11.224499540946347,10.899527334338579,9.360024883895091,9.346739476218822,6.570803571428572,6.113910714285713,6.2180757282743215,5.776152528227586,4.510782782604311,4.820887691239045,5.665119949494949,5.022013888888889,4.87868265192871,5.357793566931482,3.5529995242888788,3.946381858541902
2012-02-29,POMRB,8.657999999999998,10.5025,5.895,6.322222222222222,8.991375,8.013374999999996,8.167318755702674,7.89745079566513,7.498394605107032,7.505006392556002,11.444083581349208,11.158258928571435,10.935699724567808,10.73417747033427,11.098374598122842,12.80671320808364,6.585171378968254,6.5336607142857135,6.0888454369645935,5.795707265226447,6.253014844429969,6.469823708477305,5.810639204545454,5.472152777777778,5.456098480046115,5.358678603849213,4.540048680908055,5.126426002457567
2012-05-31,PREMON,10.7925,11.962857142857144,7.678571428571429,7.178181818181818,9.2271875,8.632749999999998,9.217391253421603,8.623756125046173,9.183779614624772,9.502626471051116,11.330704365079367,11.495223214285721,11.346562691883541,11.099444699526744,11.988485860245193,10.848790735448999,6.524963293650794,6.607946428571427,6.724735833607328,6.233658828018702,7.30073169545608,7.322317737121697,5.698528589466089,5.858087121212122,6.144931815300396,5.359563787712709,6.51592235501782,6.948276110447072
2012-08-31,MONSOON,9.617,10.575168650793653,5.530299603174603,4.757916666666667,9.135666666666667,9.35,9.377234752052962,8.845948917554637,9.8540653337655,10.77933644744399,11.319652281746034,11.392943948412704,11.038005075447586,10.891946142607939,11.448101541233456,11.879754953058374,6.674821924603174,6.562396329365079,6.246961341434238,6.057501507987408,6.324811066831439,5.877671864564876,5.447722728660229,5.763191287878789,5.590125755846904,5.360449115674661,6.022434991212057,6.151848845624181
2012-11-30,POMKH,7.35,12.033333333333333,6.846249999999999,4.277142857142857,10.477181547619047,9.104375,8.566340851231777,8.41165440286743,7.524882782553417,7.663013683189152,11.32998263888889,11.268464781746037,11.436136378601885,11.228231485391463,10.038747863701394,10.193066941433699,7.311269435425685,6.487530257936506,6.486676804860542,6.2355366147372875,5.213766820932219,5.01144489346906,5.509223505661005,5.633865891053392,5.064932596365285,5.361334589458819,4.1534279877552756,3.8480679629416645
2013-02-28,POMRB,8.908333333333333,10.912,7.393333333333333,4.833076923076923,11.769029761904761,9.166958333333334,8.7031378440724,8.504055871241366,8.264010926019251,8.152301020695631,11.273757192460316,11.370839781746037,11.22648182716113,11.088143089380786,11.3008227344114,11.779616405503091,7.818780686327561,6.86211359126984,6.8493394162496575,6.5008440517418755,6.600791521719625,6.267514295164704,5.8308778617216115,5.261579566267067,4.97219032704994,5.362220209997937,4.880924382639816,4.994710435641422
2013-05-31,PREMON,21.274285714285714,11.636,11.271818181818185,9.159333333333333,11.839717261904761,11.78740476190476,13.731596992157726,11.828001015559872,9.781974103655312,9.351254229633927,10.986222222222223,11.289125496031751,11.390289096296678,11.230257801172321,12.2747435079398,11.1647783564407,7.617917343073594,7.760425279581529,8.618330922477067,7.622803176391859,8.056196413703884,7.765756506751538,5.821391254578755,5.7568674450549455,6.647047529563297,5.363105980620916,6.431841239296011,6.320664989627826
2013-08-31,MONSOON,9.47,10.452222222222224,5.997142857142856,5.3500000000000005,11.907425595238095,11.750654761904759,12.026958195294636,11.153095308772052,13.663561162875753,14.698055822788426,10.59245138888889,11.258388888888895,11.015062346666896,10.939588450238002,11.486185376113227,11.266428795859483,7.142813176406928,7.877136093073592,7.5698556963433825,7.225798434863453,8.0858149666872,7.568817498246505,5.688986888111888,5.904888278388279,6.128228517737979,5.363991894221766,6.41793016720605,6.901269592445997
2013-11-30,POMKH,8.0625,9.855999999999998,4.7725,3.6091666666666655,10.308535714285714,11.928779761904758,10.441174917176781,10.288357297693802,10.048864058469588,11.02227294772691,10.30540972222222,10.71405555555556,10.551437408000137,10.550248852765579,10.011650610305843,10.880624492381022,6.296561598124098,7.358698593073592,6.450913417806029,6.633070885887928,6.516198067849967,6.427573955689189,5.124121212121212,5.737894230769232,5.120603777309453,5.364877952637131,4.594573720764893,4.137140165546975
2014-02-28,POMRB,8.7375,9.939166666666663,5.66625,4.441818181818181,8.6035,11.886071428571427,9.75970495030607,9.83302124411555,10.199419474047428,8.416640438589354,10.138340277777777,10.470847222222227,10.306529111466748,10.316255300281634,10.403362713800204,9.067419367766378,5.762247023809523,6.926927759740259,6.137048050683617,6.3938231011403515,6.7069073059580395,5.769741318100655,4.494933712121212,5.6400795454545465,4.849089539112945,5.365764158146568,5.0645162829880475,4.693321380150941
2014-05-31,PREMON,8.654,10.3125,6.228888888888887,5.031666666666667,8.3756875,8.730999999999998,9.317422970183642,9.477677899494395,11.03303854821772,10.22710386810817,9.990020833333332,10.139972222222227,10.308917466880049,10.281055332642115,11.346774220208069,10.230358755477692,5.960642361111111,5.666195436507936,6.1737843859657255,6.345141128939523,7.512736748752799,6.7337367289407934,4.420037878787879,4.60816287878788,4.922120390134434,5.366650510561563,6.481944672416339,6.3633582325576565
2014-08-31,MONSOON,8.45,10.439166666666667,6.7655555555555535,4.444166666666668,8.2266875,8.475999999999999,8.970453782110186,9.163809104617808,10.407651943865389,9.617104786775354,9.768541666666668,10.136708333333337,10.361017146794696,10.298748980017166,10.398114967786125,9.635775791615725,5.988329861111111,5.85829861111111,6.410492853801657,6.4353770710463705,5.948014033542916,5.176358664856766,4.42470643939394,4.3817045454545465,4.7309389007473275,5.367537008874444,5.497896161915591,4.998028687407294
2014-11-30,POMKH,7.2600000000000025,8.682500000000001,5.59125,3.915833333333333,8.1575,8.275375,8.286272269266112,8.620663121878632,7.519429468724318,6.319435265731084,9.60786931818182,9.843333333333337,9.689610288076818,9.737842430010966,9.358719816559184,10.477645509261933,5.962145833333333,6.062986111111109,6.082795712280994,6.225527923385226,5.408184356073389,4.990266435609023,4.4021875,4.458371212121213,4.40489667378173,5.368423653161173,3.6778373127580246,3.7056018692484054
2015-02-28,POMRB,8.347999999999999,9.340833333333332,5.069,4.1725,7.995125,8.178,8.310963361559667,8.509521710554761,8.231087345521683,7.799690225135572,9.416410984848484,9.693750000000005,9.550099506179423,9.576324402418606,9.539718288097651,8.328872613240383,5.892979166666667,5.9136736111111095,5.677277427368596,5.941890809905742,6.2816227051951135,6.287553505767219,4.55625,4.391041666666667,4.311938004269038,5.369310444133907,4.431871410901554,4.807203139659936
2015-05-31,PREMON,8.49,9.625454545454547,6.616666666666666,5.120833333333334,7.9495,8.137,8.3825780169358,8.465546643384455,9.577688554875927,9.726073482364615,9.330407196969697,9.521988636363641,9.580241521889473,9.56080497003506,10.590521207339965,9.421302839986188,5.711434027777778,6.010618055555554,6.053033123087824,6.093064373852212,7.0265179589757105,6.753564031999957,4.7355625,4.413333333333334,4.635496135894757,5.370197382423117,5.93366940789208,6.148699096639888
2015-08-31,MONSOON,7.314999999999999,9.594545454545452,5.8244444444444445,5.5875,7.5794375,7.85325,7.955546810161479,8.123942121160349,9.371877575370904,9.359640117072924,8.957876893939392,9.310833333333338,9.585963094951865,9.54031874927899,9.669875477541815,9.238900505987184,5.433902777777778,5.775340277777777,5.961597651630472,6.020237739693875,5.771487032203575,5.218956377801639,4.613833333333334,4.699166666666667,5.016297681536854,5.371084467630962,5.097643949702318,4.995798882098912
2015-11-30,POMKH,8.03,8.839090909090908,5.080000000000001,4.207000000000002,6.672410714285713,8.045749999999998,7.985328086096887,8.062129751367618,6.451415462207467,5.895933425444063,8.62620202020202,9.349981060606066,9.287214220607481,9.280258710644468,8.583371861035554,8.994933127032125,5.178194444444444,5.6475277777777775,5.6089585909782835,5.788211748517927,4.96073475719514,4.824606864032596,4.6094791666666675,4.771958333333334,4.692578608922114,5.371971698162682,3.636027545005412,4.215831695432358
2016-02-29,POMRB,4.6175000000000015,6.204,3.36,2.9075,6.055446428571429,7.113124999999998,6.638196851658132,7.118270759704183,7.760266880061604,7.744076547455344,8.62406313131313,8.565772727272734,8.053928532364488,8.246660617007622,9.141596299792965,8.830282655227856,5.061805555555555,5.220277777777778,4.70937515458697,5.203584127239738,5.811566083432204,5.738385869947278,4.854604166666667,4.455708333333334,3.978547165353268,5.372859074113278,4.467383491158773,4.887114924935842
2016-05-31,PREMON,4.964285714285714,10.108888888888893,6.28,6.351,5.583779761904763,6.231696428571427,5.968632396709165,6.518581650259572,8.047757790442647,8.515858962075503,8.520514835858588,8.68663131313132,8.87591267497425,8.826692941815415,9.08383612025548,6.271019207726993,4.7160416666666665,5.136111111111111,5.337625092752182,5.45113084778358,6.117454360914136,5.990877138748653,4.830361111111111,4.76325,4.927528299211961,5.373746599663974,5.667184148018078,5.527049998831681
2016-08-31,MONSOON,5.905,9.094,5.23,6.3183333333333325,5.535997023809525,5.8791964285714275,5.943179438025499,6.327260122478781,7.193491998270373,6.7057381266207825,9.024159722222224,8.561494949494957,8.963147604984549,8.884780370976266,8.968741865236819,9.958015689288969,4.722239583333335,4.9875,5.294575055651309,5.390528418730016,5.065246461025791,4.597957310643185,5.156430555555556,4.9459583333333335,5.483850312860509,5.374634271792651,5.178702482671148,5.570440958533212
2016-11-30,POMKH,5.666666666666668,8.511249999999999,2.908333333333333,3.282222222222221,6.197738095238096,5.288363095238095,5.832574329481966,6.124432210337799,4.5226878866489955,4.332078669392951,9.5953125,8.47953472222223,8.782388562990729,8.733727209571564,7.963431409613637,8.427084304142191,5.053802083333334,4.444583333333333,4.340078366724119,4.7936904895447014,4.294108005665883,4.528309814738696,5.6826944444444445,4.714763888888888,4.603199076605194,5.375522087891024,3.867972997321241,4.532137581756897
2017-02-28,POMRB,6.59857142857143,10.561000000000002,5.5812500000000025,6.440833333333334,6.898005952380952,5.7836309523809515,6.138973169117752,6.221336425945075,5.690330504926799,6.2320264434313515,9.693284722222224,9.56878472222223,9.49383313779444,9.300757964485488,8.639890560830194,8.043042194924187,5.1782440476190486,4.999895833333333,4.836547020034472,4.973333102788439,4.611643755833406,4.66084291979884,5.931704545454546,5.598097222222222,5.33825277929645,5.376410053412501,4.430721412388445,4.347544070955282
2017-05-31,PREMON,8.277142857142858,10.321111111111113,6.7112500000000015,7.02777777777778,7.163511904761906,6.611845238095237,6.9942410443277945,6.734295120870145,7.294044080950398,8.28952356017533,9.773697916666668,9.621840277777785,9.82474432712111,9.602819770861087,10.548815157236827,11.112789514310348,5.22077380952381,5.107708333333333,5.586428212020683,5.378132605069135,6.129789627627364,6.0878489070228365,6.1314646464646465,5.767291666666667,6.014062778688983,5.377298166127718,6.4595256096394325,7.113219352603012
2017-08-31,MONSOON,8.194285714285716,9.665555555555557,5.7942857142857145,7.633636363636365,7.108571428571429,7.184166666666666,7.474258912310963,7.088018066353069,7.761057581903013,8.551210748863285,9.658291666666669,9.764729166666674,9.761068818494888,9.591649288223937,9.926635706449273,9.951554204215071,5.026718750000001,5.248779761904761,5.669571212926696,5.468803541593783,5.226019899837988,5.486794795889584,5.928639520202022,6.096117424242425,6.661892212667935,5.378186426077567,5.944208418867979,5.91491582475628
2017-11-30,POMKH,5.501428571428572,8.583000000000002,2.6842857142857137,3.5650000000000004,6.918392857142858,7.1428571428571415,6.685126775958006,6.637877958549793,5.649661689097706,6.347295720783982,9.818777777777779,9.782666666666676,9.289841291096934,9.231183399727806,8.764945001918582,9.226567921921234,4.628013392857143,5.192767857142856,4.475457013470304,4.800137404963878,4.597861912327572,4.766038322395717,5.648168560606062,6.16681186868687,5.423135327600761,5.379074829189213,4.76114961206537,5.012705669038907
2018-02-28,POMRB,6.324285714285715,9.566,4.252857142857144,4.535454545454545,6.619419642857143,7.074285714285712,6.54079035128909,6.525007510820897,6.397448639118105,6.941904009145588,10.067916666666667,9.533916666666677,9.40030477465816,9.309950614169809,9.146013776299199,8.22290659108876,4.3600892857142854,4.860669642857141,4.386417065225039,4.66314539934057,4.728376563877009,4.813883663180581,5.374165404040405,5.690467171717173,5.0680630147422745,5.379963379903026,5.182154765054909,4.614164104171264
2018-05-31,PREMON,7.03,12.6,4.85,6.6893888888888915,6.827723214285714,6.7624999999999975,6.736474210773454,6.628208161242329,7.682291935916554,8.131303975440188,10.173410353535356,10.103638888888899,10.680182864794896,10.352031627777041,10.447320553317933,10.206421421447173,4.701428571428571,4.395357142857142,4.571850239135023,4.70049554326067,5.734456864426086,5.591929913126819,5.3640858585858595,5.60586994949495,5.7165933644009215,5.380852079280701,6.5940095222697535,6.281793373920616
2018-08-31,MONSOON,7.0496428571428575,9.379777777777779,5.512142857142856,5.78,,6.476339285714283,6.861741669321216,6.708934762583703,7.617946716578166,7.9763797110938315,,10.032194444444453,10.16002082998805,10.000928471693983,10.788661883950033,12.016913617788067,,4.324821428571427,4.947967286338157,4.885991137767216,4.311254283610966,4.439219220586649,,5.14246085858586,5.741956018640553,5.3817409246618135,5.968884564072475,5.886304523052792
2018-11-30,POMKH,8.312500000000002,9.712727272727273,5.6971428571428575,5.337999999999999,,7.1791071428571405,7.442045001592731,,5.181140661195238,5.467616410858815,,10.31462626262627,9.981103407083738,,9.162368326176288,8.897388311643628,,5.078035714285713,5.2476375146600365,,3.907259731885004,3.962465685751964,,5.58571085858586,5.580373611184331,,4.349654966872732,4.110616596691864
